Name,Source,Entry,Size,Type,Subtypes,Classify 1,Classify 2,Classify 3,Classify 4
Ravenous Ghoulish Halfling,"Dragon Compendium, Volume 1",,Small,Undead,,Ravenous,Ghoulish,Halfling,
Spiritus Anime,"Dragon Compendium, Volume 1",,Tiny,Undead,Incorporeal,Spiritus Anime,,,
Trap Haunt Elf Rogue,"Dragon Compendium, Volume 1",,Medium,Undead,Incorporeal,Trap Haunt,Elf,,
Fireshadow,Dragonlance Campaign Setting,,Huge,Undead,"Chaotic, Evil, Extraplanar",Fireshadow,,,
Elite Kender Vampire,Dragonlance Nexus Bestiary,,Medium,Undead,Augmented Humanoid (Kender),Vampire,Kender,Elite,
Half-Kender Vampire Fighter,Dragonlance Nexus Bestiary,,Medium,Undead,Augmented Humanoid (Kender),Vampire,Kender,Fighter,
Spectral Spitting Felldrake,Dragons of Faerûn,,Medium,Undead,"Incorporeal, Augmented Dragon",Spectral,Spitting Felldrake,,
Human Badna Zombie,Dregoth Ascending Part II: The Quest,,Medium,Undead,Augmented Humanoid,Zombie,Badna,Human,
Huge Husk Scorpion,Drow of the Underdark,,Huge,Undead,Augmented Vermin,Husk Vermin,Huge Scorpion,,
Husk Widowmaker,Drow of the Underdark,,Large,Undead,Augmented Vermin,Husk Vermin,Widowmaker,,
Medium Husk Spider,Drow of the Underdark,,Medium,Undead,Augmented Vermin,Husk Vermin,Medium Spider,,
Kr'y'izoth Githyanki,Dungeon #100,,Medium,Undead,,Githyanki,Kr'y'izoth,,
Tl'a'ikith Githyanki,Dungeon #100,,Medium,Undead,Incorporeal,Githyanki,Tl'a'ikith,,
Selskar Watchghost,Dungeon #101,,Medium,Undead,"Human, Incorporeal",Ghost,Watchghost,Selskar,
Drowned One Human Monk,Dungeon #106,,Medium,Undead,"Augmented Humanoid, Water",Drowned One,Human,,
Dreamstealer,Dungeon #106 [Polyhedron #165],,Medium,Undead,Incorporeal,Dreamstealer,,,
Dreamstealer Spawn Hobgoblin,Dungeon #106 [Polyhedron #165],,Medium,Undead,"Augmented Humanoid, Incorporeal",Dreamstealer Spawn,Hobgoblin,,
Shoosuva,Dungeon #112,,Large,Undead,Extraplanar,Shoosuva,,,
Totem Zombie,Dungeon #114,,Medium,Undead,,Zombie,Totem,,
Mad Dragon Head,Dungeon #124,,Medium,Undead,Earth,Mad Dragon Head,,,
Kyuss Spawnling,Dungeon #126,,Tiny,Undead,Aquatic,Kyuss Spawnling,,,
Eviscerator Beetle,Dungeon #130,,Large,Undead,,Beetle,Eviscerator,,
Kyuss Knight,Dungeon #130,,Medium,Undead,,Kyuss Knight,,,
Sword of Kyuss,Dungeon #130,,Medium,Undead,,Sword of Kyuss,,,
Wormcaller,Dungeon #130,,Medium,Undead,,Wormcaller,,,
Acidwraith,Dungeon #131,,Large,Undead,"Incorporeal, Water",Wraith,Acidwraith,,
Earthcancer Centipede,Dungeon #134,,Gargantuan,Undead,,Centipede,Earthcancer,,
Mindkiller Scorpion,Dungeon #134,,Huge,Undead,,Scorpion,Mindkiller,,
Wolf Skeleton,Dungeons & Dragons Basic Game [Advanced Rule Book],,Medium,Undead,,Skeleton,Wolf,,
Hivenest Minotaur Zombie,Dungeonscape,,Large,Undead,,Zombie,Minotaur,Hivenest,
Karnathi Skeleton,Eberron Campaign Setting,,Medium,Undead,,Skeleton,Karnathi,,
Karrnathi Zombie,Eberron Campaign Setting,,Medium,Undead,,Zombie,Karrnathi,,
Deathshrieker,Elder Evils,,Medium,Undead,Incorporeal,Deathshrieker,Advanced,,
Aspect of Atropus,Elder Evils,,Gargantuan,Undead,Evil,Aspect,Atropus,,
Blessed Spawn of Kyuss,Elder Evils,,Large,Undead,,Blessed Spawn of Kyuss,,,
Scion of Kyuss,Elder Evils,,Colossal,Undead,,Ulgurstasta,Scion of Kyuss,,
"Abomination, Atropal",Epic Level Handbook + D&D v.3.5 Accessory Update,,Large,Undead,"Evil, Extraplanar, Lawful",Abomination,Atropal,,
Hunefer,Epic Level Handbook + D&D v.3.5 Accessory Update,,Medium,Undead,,Hunefer,,,
Lavawight,Epic Level Handbook + D&D v.3.5 Accessory Update,,Medium,Undead,Fire,Wight,Lavawight,,
Shadow of the Void,Epic Level Handbook + D&D v.3.5 Accessory Update,,Large,Undead,"Cold, Incorporeal",Shadow of the Void,,,
Shape of Fire,Epic Level Handbook + D&D v.3.5 Accessory Update,,Large,Undead,"Fire, Incorporeal",Shape of Fire,,,
Winterwight,Epic Level Handbook + D&D v.3.5 Accessory Update,,Medium,Undead,Cold,Winterwight,,,
Caller in Darkness,Expanded Psionics Handbook,,Large,Undead,"Incorporeal, Psionic",Caller in Darkness,,,
Blighted Relic,Expedition to Castle Ravenloft,,Medium,Undead,,Blighted Relic,,,
Cemetery Spirit,Expedition to Castle Ravenloft,,Medium,Undead,Incorporeal,Cemetery Spirit,,,
Strahd Zombie,Expedition to Castle Ravenloft,,Medium,Undead,Humanoid,Zombie,Strahd,,
Arcane Guardian Zombie,Expedition to Undermountain,,Medium,Undead,,Zombie,Guardian,Arcane,
Cursed Adventurers,Expedition to Undermountain,,Medium,Undead,,Cursed Adventurer,,,
Divine Guardian Zombie,Expedition to Undermountain,,Medium,Undead,,Zombie,Guardian,Divine,
Patchwork Skeleton,Expedition to Undermountain,,Large,Undead,Humanoid,Skeleton,Patchwork,,
Coral Wight,Faces of the Forgotten North,,Medium,Undead,,Wight,Coral,,
"Flesh Worm, Flesh Rind",Faces of the Forgotten North,,Medium,Undead,,Flesh Worm,Flesh Rind,,
"Flesh Worm, Flesh Worm",Faces of the Forgotten North,,Large,Undead,,Flesh Worm,Flesh Worm,,
"Flesh Worm, Gluk'kiuk",Faces of the Forgotten North,,Small,Undead,,Flesh Worm,Gluk'kiuk,,
Guiltshade,Faces of the Forgotten North,,Medium,Undead,"Incorporeal, Psionic",Guiltshade,,,
Pridemane,Faces of the Forgotten North,,Large,Undead,Incorporeal,Pridemane,,,
Scorched Drummer,Faces of the Forgotten North,,Large,Undead,Fire,Scorched Drummer,,,
Abyssal Ghoul,Fiend Folio,,Medium,Undead,Extraplanar,Ghoul,Abyssal,,
Crypt Thing,Fiend Folio,,Medium,Undead,,Crypt Thing,,,
Ghostly Visage,Fiend Folio,,Tiny,Undead,"Incorporeal, Symbiont",Symbiont,Fiendish,Ghostly Visage,
Quth-Maren,Fiend Folio,,Medium,Undead,,Quth-Maren,,,
Crawling Head,Fiend Folio + D&D v.3.5 Accessory Update,,Huge,Undead,,Crawling Head,,,
"Demon, Blood Fiend",Fiend Folio + D&D v.3.5 Accessory Update,,Large,Undead,Extraplanar,Demon,Blood Fiend,,
Hullathoin,Fiend Folio + D&D v.3.5 Accessory Update,,Huge,Undead,,Hullathoin,,,
Human Huecuva,Fiend Folio + D&D v.3.5 Accessory Update,,Medium,Undead,,Huecuva,Human,,
Human Swordwraith,Fiend Folio + D&D v.3.5 Accessory Update,,Medium,Undead,,Wraith,Sword,Human,
Ulgurstasta,Fiend Folio + D&D v.3.5 Accessory Update,,Gargantuan,Undead,,Ulgurstasta,,,
Mourner,Five Nations,,Medium,Undead,,Mourner,,,
Skeletal Steed,Five Nations,,Large,Undead,,Skeleton,Skeletal Steed,,
Karrnathi Dread Marshal,Forge of War,,Medium,Undead,,Karrnathi Dread Marshal,,,
"Beholder, Death Tyrant",Forgotten Realms Campaign Setting,,Large,Undead,,Beholder,Death Tyrant,,
Proto-Dracolich,Forgotten Realms Campaign Setting,,,Undead,,Dracolich,Proto-Dracolich,,
Baboon Wights,Fortress of the Yuan-Ti (DD3),,Medium,Undead,,Wight,Baboon,,
Bainligor Revered Grandmother,Frilond Campaign,,Medium,Undead,Augmented Monstrous Humanoid,Bainligor,Revered Grandmother,,
Birch Spirit,Frilond Campaign,,Huge,Undead,Incorporeal,Birch Spirit,,,
"Bloody Bones, Master",Frilond Campaign,,Large,Undead,Extraplanar,Bloody Bones,Master,,
"Bloody Bones, Minion",Frilond Campaign,,Medium,Undead,Extraplanar,Bloody Bones,Minion,,
Brother of the Pine,Frilond Campaign,,Medium,Undead,,Brother of the Pine,,,
Charuntes Priestess of Death,Frilond Campaign,,Medium,Undead,"Augmented Humanoid, Extraplanar",Charuntes,Priestess of Death,,
Death Snake,Frilond Campaign,,Large,Undead,,Snake,Death,,
Doombat,Frilond Campaign,,Medium,Undead,,Bat,Doombat,,
Guardian Skeleton,Frilond Campaign,,Medium,Undead,,Skeleton,Guardian,,
Heat Skeleton,Frilond Campaign,,Medium,Undead,,Skeleton,Heat,,
"Horseman of Orcus, Ky",Frilond Campaign,,Medium,Undead,"Augmented Humanoid, Extraplanar",Horseman of Orcus,Ky,,
"Horseman of Orcus, Lom",Frilond Campaign,,Medium,Undead,"Augmented Humanoid, Extraplanar",Horseman of Orcus,Lom,,
"Horseman of Orcus, Ogaa",Frilond Campaign,,Medium,Undead,"Augmented Humanoid, Extraplanar",Horseman of Orcus,Ogaa,,
"Horseman of Orcus, Samazan",Frilond Campaign,,Medium,Undead,"Augmented Humanoid, Extraplanar",Horseman of Orcus,Samazan,,
Hutaakan Temple Ghoul,Frilond Campaign,,Medium,Undead,,Ghoul,Hutaakan Temple,,
Morghiss,Frilond Campaign,,Medium,Undead,,Morghiss,,,
Rusalka Sorceress Queen,Frilond Campaign,,Medium,Undead,,Rusalka,(Alternate III),Sorceress Queen,
Skotos Peasant,Frilond Campaign,,Medium,Undead,Extraplanar,Skotos,Peasant,,
Entombed,Frostburn,,Large,Undead,Cold,Entombed,,,
"Ghost, Frostfell, Human",Frostburn,,Medium,Undead,Incorporeal,Ghost,Frostfell,Human,
Icegaunt,Frostburn,,Medium,Undead,Cold,Icegaunt,,,
Winterspawn,Frostburn,,Medium,Undead,,Winterspawn,,,
Dread Ram,Ghostwalk + Ghostwalk Update for D&D v.3.5,,Large,Undead,,Dread Ram,,,
Fire Spectre,Ghostwalk + Ghostwalk Update for D&D v.3.5,,Medium,Undead,Incorporeal,Fire Spectre,,,
Human Bonesinger,Ghostwalk + Ghostwalk Update for D&D v.3.5,,Medium,Undead,Augmented Humanoid,Bonesinger,Human,,
Medusa Mumia,Ghostwalk + Ghostwalk Update for D&D v.3.5,,Medium,Undead,Augmented Monstrous Humanoid,Mumia,Medusa,,
Monstrous Vampire Yuan-Ti Abomination,Ghostwalk + Ghostwalk Update for D&D v.3.5,,Large,Undead,Augmented Monstrous Humanoid,Monstrous Vampire,Yuan-Ti Abomination,,
Necroplasm,Ghostwalk + Ghostwalk Update for D&D v.3.5,,Medium,Undead,,Necroplasm,,,
Spectral Steed,Ghostwalk + Ghostwalk Update for D&D v.3.5,,Large,Undead,Incorporeal,Spectral Steed,,,
Undead Martyr,Ghostwalk + Ghostwalk Update for D&D v.3.5,,Small,Undead,,Undead Martyr,,,
Skeletal Warbeast,Heroes of Battle,,Large,Undead,,Skeleton,Skeletal Warbeast,,
Bane Wraith,Heroes of Horror,,Medium,Undead,Incorporeal,Bane Wraith,,,
Bloodrot,Heroes of Horror,,Medium,Undead,,Bloodrot,,,
Tainted Minion Human,Heroes of Horror,,Medium,Undead,Augmented Humanoid,Tainted Minion,Human,,
Forlorn Kender,Key of Destiny Errata,,Small,Undead,,Forlorn Kender,,,
"Skandal, Fearbringer Kender",Key of Destiny Errata,,Small,Undead,Augmented Humanoid,Fearbringer,Kender,Skandal,
Magma Wraith,"Key of Destiny: Age of Mortals Campaign, Volume One",,Medium,Undead,Fire,Magma Wraith,,,
Gunthosh,Knowledge Arcana: Issue 2,,Medium,Undead,,Gunthosh,,,
Death Salad,Knowledge Arcana: Issue 9,,Large,Undead,,Death Salad,,,
Skeletal Worg,Lest Darkness Rise,,Medium,Undead,,Skeleton,Skeletal Worg,,
Angel of Decay,Libris Mortis: The Book of Undead,,Large,Undead,,Angel of Decay,,,
Athach Skeleton,Libris Mortis: The Book of Undead,,Huge,Undead,,Skeleton,Athach,,
Atropal Scion,Libris Mortis: The Book of Undead,,Medium,Undead,,Atropal Scion,,,
Behir Zombie,Libris Mortis: The Book of Undead,,Huge,Undead,,Zombie,Behir,,
Black Bear Zombie,Libris Mortis: The Book of Undead,,Medium,Undead,,Zombie,Black Bear,,
Blaspheme,Libris Mortis: The Book of Undead,,Medium,Undead,,Blaspheme,,,
Bleakborn,Libris Mortis: The Book of Undead,,Medium,Undead,,Bleakborn,,,
Blood Amniote,Libris Mortis: The Book of Undead,,Huge,Undead,,Blood Amniote,,,
Bloodmote Cloud,Libris Mortis: The Book of Undead,,Fine,Undead,Swarm,Bloodmote Cloud,,,
Bloodthirsty Zombie,Libris Mortis: The Book of Undead,,,Undead,,Zombie,Bloodthirsty,,
Bone Rat Swarm,Libris Mortis: The Book of Undead,,Tiny,Undead,Swarm,Rat,Bone,Swarm,
Boneyard,Libris Mortis: The Book of Undead,,Huge,Undead,,Boneyard,,,
Brain in a Jar,Libris Mortis: The Book of Undead,,Tiny,Undead,,Brain in a Jar,,,
Brown Bear Skeleton,Libris Mortis: The Book of Undead,,Large,Undead,,Skeleton,Brown Bear,,
Centaur Zombie,Libris Mortis: The Book of Undead,,Large,Undead,,Zombie,Centaur,,
Cinderspawn,Libris Mortis: The Book of Undead,,Large,Undead,Fire,Cinderspawn,,,
Corpse Rat Swarm,Libris Mortis: The Book of Undead,,Tiny,Undead,Swarm,Rat,Corpse,Swarm,
Crypt Chanter,Libris Mortis: The Book of Undead,,Medium,Undead,Incorporeal,Crypt Chanter,,,
Deathlock,Libris Mortis: The Book of Undead,,Medium,Undead,,Deathlock,,,
Deinonychus Skeleton,Libris Mortis: The Book of Undead,,Large,Undead,,Skeleton,Deinonychus,,
Desiccator,Libris Mortis: The Book of Undead,,Small,Undead,Water,Desiccator,,,
Dire Ape Zombie,Libris Mortis: The Book of Undead,,Large,Undead,,Zombie,Dire Ape,,
Dire Badger Skeleton,Libris Mortis: The Book of Undead,,Medium,Undead,,Skeleton,Dire Badger,,
Dire Bear Skeleton,Libris Mortis: The Book of Undead,,Large,Undead,,Skeleton,Dire Bear,,
Dire Rat Skeleton,Libris Mortis: The Book of Undead,,Small,Undead,,Skeleton,Dire Rat,,
Dire Rat Zombie,Libris Mortis: The Book of Undead,,Small,Undead,,Zombie,Dire Rat,,
Diseased Zombie,Libris Mortis: The Book of Undead,,,Undead,,Zombie,Diseased,,
Dream Vestige,Libris Mortis: The Book of Undead,,Huge,Undead,Incorporeal,Dream Vestige,,,
Elephant Skeleton,Libris Mortis: The Book of Undead,,Huge,Undead,,Skeleton,Elephant,,
Entomber,Libris Mortis: The Book of Undead,,Medium,Undead,,Entomber,,,
Entropic Reaper,Libris Mortis: The Book of Undead,,Medium,Undead,"Extraplanar, Chaotic",Entropic Reaper,,,
Evolved Wraith,Libris Mortis: The Book of Undead,,Medium,Undead,Incorporeal,Wraith,Evolved,,
Fast Zombie,Libris Mortis: The Book of Undead,,,Undead,,Zombie,Fast,,
Fiery Skeleton,Libris Mortis: The Book of Undead,,,Undead,,Skeleton,Fiery,,
Five-Headed Hydra Zombie,Libris Mortis: The Book of Undead,,Huge,Undead,,Zombie,Five-Headed Hydra,,
Forsaken Shell,Libris Mortis: The Book of Undead,,Medium,Undead,,Forsaken Shell,,,
Ghost Brute Hound,Libris Mortis: The Book of Undead,,Medium,Undead,"Incorporeal, Augmented Animal",Ghost Brute,Hound,,
Glabrezu Skeleton,Libris Mortis: The Book of Undead,,Huge,Undead,,Skeleton,Glabrezu,,
Gnoll Warrior Skeleton,Libris Mortis: The Book of Undead,,Medium,Undead,,Skeleton,Gnoll Warrior,,
Gnoll Warrior Zombie,Libris Mortis: The Book of Undead,,Medium,Undead,,Zombie,Gnoll Warrior,,
Gnome Warrior Zombie,Libris Mortis: The Book of Undead,,Small,Undead,,Zombie,Gnome Warrior,,
Goblin Warrior Zombie,Libris Mortis: The Book of Undead,,Small,Undead,,Zombie,Goblin Warrior,,
Good Lich,Libris Mortis: The Book of Undead,,,Undead,,Lich,Good,,
Gravetouched Ghoul Human,Libris Mortis: The Book of Undead,,Medium,Undead,Augmented Humanoid,Gravetouched Ghoul,Human,,
Halfling Warrior Skeleton,Libris Mortis: The Book of Undead,,Small,Undead,,Skeleton,Halfling Warrior,,
Haunting Ghost,Libris Mortis: The Book of Undead,,,Undead,,Ghost,Haunting,,
Heavy Warhorse Skeleton,Libris Mortis: The Book of Undead,,Large,Undead,,Skeleton,Heavy Warhorse,,
Hound Archon Zombie,Libris Mortis: The Book of Undead,,Medium,Undead,,Zombie,Hound Archon,,
Hulking Corpse,Libris Mortis: The Book of Undead,,Large,Undead,,Hulking Corpse,,,
Hunting Zombie,Libris Mortis: The Book of Undead,,,Undead,,Zombie,Hunting,,
Kobold Warrior Skeleton,Libris Mortis: The Book of Undead,,Small,Undead,,Skeleton,Kobold Warrior,,
Large Earth Necromental,Libris Mortis: The Book of Undead,,Large,Undead,"Augmented Elemental, Earth, Extraplanar",Necromental,Large Earth,,
Megaraptor Zombie,Libris Mortis: The Book of Undead,,Huge,Undead,,Zombie,Megaraptor,,
Minotaur Skeleton,Libris Mortis: The Book of Undead,,Large,Undead,,Skeleton,Minotaur,,
Moonbane Vampire,Libris Mortis: The Book of Undead,,,Undead,,Vampire,Moonbane,,
Mummified Ogre,Libris Mortis: The Book of Undead,,Large,Undead,Augmented Giant,Mummified,Ogre,,
Murk,Libris Mortis: The Book of Undead,,Medium,Undead,Incorporeal,Murk,,,
Necropolitan Human,Libris Mortis: The Book of Undead,,Medium,Undead,Augmented Humanoid,Necropolitan,Human,,
Nimble Skeleton,Libris Mortis: The Book of Undead,,,Undead,,Skeleton,Nimble,,
Nine-Headed Hydra Skeleton,Libris Mortis: The Book of Undead,,Huge,Undead,,Skeleton,Nine-Headed Hydra,,
Ogre Skeleton,Libris Mortis: The Book of Undead,,Large,Undead,,Skeleton,Ogre,,
Persuasive Vampire,Libris Mortis: The Book of Undead,,,Undead,,Vampire,Persuasive,,
Plague Blight,Libris Mortis: The Book of Undead,,Medium,Undead,Evil,Plague Blight,,,
Psychic Vampire,Libris Mortis: The Book of Undead,,,Undead,,Vampire,Psychic,,
Quell,Libris Mortis: The Book of Undead,,Medium,Undead,Incorporeal,Quell,,,
Raiment,Libris Mortis: The Book of Undead,,Small,Undead,,Raiment,,,
Revived Fossil Megaraptor,Libris Mortis: The Book of Undead,,Huge,Undead,Augmented Animal,Revived Fossil,Megaraptor,,
Roc Skeleton,Libris Mortis: The Book of Undead,,Gargantuan,Undead,,Skeleton,Roc,,
Sagacious Ghost,Libris Mortis: The Book of Undead,,,Undead,,Ghost,Sagacious,,
Skin Kite,Libris Mortis: The Book of Undead,,Small,Undead,,Skin Kite,,,
Skirr,Libris Mortis: The Book of Undead,,Huge,Undead,,Skirr,,,
Skulking Cyst,Libris Mortis: The Book of Undead,,Small,Undead,,Skulking Cyst,,,
Skum Zombie,Libris Mortis: The Book of Undead,,Medium,Undead,,Zombie,Skum,,
Slaughter Wight,Libris Mortis: The Book of Undead,,Medium,Undead,,Wight,Slaughter,,
Slaymate,Libris Mortis: The Book of Undead,,Small,Undead,,Slaymate,,,
Soldier Skeleton,Libris Mortis: The Book of Undead,,,Undead,,Skeleton,Soldier,,
Spectral Lyrist,Libris Mortis: The Book of Undead,,Medium,Undead,Incorporeal,Spectral Lyrist,,,
"Swarm Forms, Swarm of Undead Bats",Libris Mortis: The Book of Undead,,Diminutive,Undead,Swarm,Swarm Shifter Form,Undead Bats,,
"Swarm Forms, Swarm of Undead Beetles",Libris Mortis: The Book of Undead,,Diminutive,Undead,Swarm,Swarm Shifter Form,Undead Beetles,,
"Swarm Forms, Swarm of Undead Centipedes",Libris Mortis: The Book of Undead,,Diminutive,Undead,Swarm,Swarm Shifter Form,Undead Centipedes,,
"Swarm Forms, Swarm of Undead Flies",Libris Mortis: The Book of Undead,,Fine,Undead,Swarm,Swarm Shifter Form,Undead Flies,,
"Swarm Forms, Swarm of Undead Leeches",Libris Mortis: The Book of Undead,,Diminutive,Undead,"Aquatic, Swarm",Swarm Shifter Form,Undead Leeches,,
"Swarm Forms, Swarm of Undead Maggots (or Worms)",Libris Mortis: The Book of Undead,,Fine,Undead,Swarm,Swarm Shifter Form,Undead Maggots (or Worms),,
"Swarm Forms, Swarm of Undead Parts",Libris Mortis: The Book of Undead,,Tiny,Undead,Swarm,Swarm Shifter Form,Undead Parts,,
"Swarm Forms, Swarm of Undead Rats",Libris Mortis: The Book of Undead,,Tiny,Undead,Swarm,Swarm Shifter Form,Undead Rats,,
"Swarm Forms, Swarm of Undead Sand (or Tomb Dust or Grave Dirt)",Libris Mortis: The Book of Undead,,Fine,Undead,Swarm,Swarm Shifter Form,Undead Sand (or Tomb Dust or Grave Dirt),,
"Swarm Forms, Swarm of Undead Scorpions",Libris Mortis: The Book of Undead,,Diminutive,Undead,Swarm,Swarm Shifter Form,Undead Scorpions,,
"Swarm Forms, Swarm of Undead Spiders",Libris Mortis: The Book of Undead,,Diminutive,Undead,Swarm,Swarm Shifter Form,Undead Spiders,,
Swarm Shifter Mummy King,Libris Mortis: The Book of Undead,,Medium,Undead,Shapechanger,Swarm Shifter,Mummy King,,
Swarmform Vampire,Libris Mortis: The Book of Undead,,,Undead,,Vampire,Swarmform,,
Tomb Mote,Libris Mortis: The Book of Undead,,Tiny,Undead,,Tomb Mote,,,
Tyrannosaurus Skeleton,Libris Mortis: The Book of Undead,,Huge,Undead,,Skeleton,Tyrannosaur,,
Umbral Displacer Beast,Libris Mortis: The Book of Undead,,Large,Undead,"Incorporeal, Augmented Magical Beast",Umbral,Displacer Beast,,
Unkillable Zombie,Libris Mortis: The Book of Undead,,,Undead,,Zombie,Unkillable,,
Vicious Skeleton,Libris Mortis: The Book of Undead,,,Undead,,Skeleton,Vicious,,
Voidwraith,Libris Mortis: The Book of Undead,,Medium,Undead,"Air, Incorporeal",Voidwraith,,,
Vrock Zombie,Libris Mortis: The Book of Undead,,Large,Undead,,Zombie,Vrock,,
"Werewolf (Human Commoner) Zombie, Hybrid Form",Libris Mortis: The Book of Undead,,Medium,Undead,,Zombie,Werewolf,,
Wheep,Libris Mortis: The Book of Undead,,Medium,Undead,,Wheep,,,
Wolf Zombie,Libris Mortis: The Book of Undead,,Medium,Undead,,Zombie,Wolf,,
Alhoon,Lords of Madness: The Book of Aberrations,,,Undead,,Lich,Alhoon,,
Death Tyrant,Lords of Madness: The Book of Aberrations,,Large,Undead,,Beholder,Death Tyrant,,
Mind Flayer Vampire,Lords of Madness: The Book of Aberrations,,,Undead,,Vampire,Mind Flayer,,
"Mind Flayer, Vampire",Lords of Madness: The Book of Aberrations,,Medium,Undead,,Vampire,Mind Flayer,,
Baneguard,Lost Empires of Faerûn,,Medium,Undead,,Baneguard,,,
Curst Human Fighter,Lost Empires of Faerûn,,Medium,Undead,Augmented Humanoid,Curst,Human,,
Direguard,Lost Empires of Faerûn,,Medium,Undead,,Baneguard,Direguard,,
Dread,Lost Empires of Faerûn,,Small,Undead,,Dread,,,
Dread Warrior Human Warrior,Lost Empires of Faerûn,,Medium,Undead,Augmented Humanoid,Dread Warrior,Human,,
Flameskull,Lost Empires of Faerûn,,Tiny,Undead,,Flameskull,,,
"Nightshade, Nighthaunt",Lost Empires of Faerûn,,Medium,Undead,,Nightshade,Nighthaunt,,
Banshee,Lost Tomb of Kruk-Ma-Kali (3.5),,Medium,Undead,Incorporeal,Banshee,,,
Khielshor Death Knight,Lost Tomb of Kruk-Ma-Kali (3.5),,Medium,Undead,,Death Knight,Khielshor,,
Mummy Lord,Lost Tomb of Kruk-Ma-Kali (3.5),,Medium,Undead,,Mummy,Lord,,
Urdark,Magic of Eberron,,Small,Undead,Incorporeal,Urdark,,,
Vour,Magic of Eberron,,Medium,Undead,,Vour,,,
Half-Orc Crypt Spawn,Magic of Faerûn,,Medium,Undead,Augmented Humanoid,Crypt Spawn,Half-Orc,,
Human Spectral Mage,Magic of Faerûn,,Medium,Undead,"Augmented Humanoid, Incorporeal",Spectral Mage,Human,,
Cloud Giant Necrocarnum Zombie,Magic of Incarnum,,Huge,Undead,"Evil, Incarnum",Zombie,Necrocarnum,Cloud Giant,
Girallon Necrocarnum Zombie,Magic of Incarnum,,Large,Undead,"Evil, Incarnum",Zombie,Necrocarnum,Girallon,
Goblin Necrocarnum Zombie,Magic of Incarnum,,Small,Undead,"Evil, Incarnum",Zombie,Necrocarnum,Goblin,
