Name,Source,Size,Type,Subtypes,Environment,CR,Classify 1,Classify 2,Classify 3,Classify 4
"Undead Horror, Oblivion Knight",Diablo II: To Hell and Back,Medium,Undead,,Any,10,Undead Horror,Knight,Oblivion Knight,
"Undead Horror, Oblivion Mage",Diablo II: To Hell and Back,Medium,Undead,,Any,9,Undead Horror,Mage,Oblivion Mage,
Undead Martyr,Ghostwalk,Small,Undead,,Any land and underground,2,Undead Martyr,,,
Unicorn,Dungeons & Dragons Adventure Game [Rule Book],,,,,,Unicorn,,,
"Unicorn, Black",Monsters of Faerûn,Large,Magical Beast,,Any forest and plain,3,Unicorn,Black,,
"Unicorn, Shadow",Denizens of Darkness,Large,Magical Beast,,"Temperate forest (Darkon, Falkovnia, Phantasmal Forest)",4,Unicorn,Shadow,,
Unseelie Court Fey,Dragon #304,,Template,,Any land and underground,0,Unseelie Court Fey,,,
Unseelie Unicorn,Dragon #304,Large,Fey,,Any land and underground,4,Unseelie Court Fey,Unicorn,,
Uragiri,Creatures of Rokugan,Huge,Undead,Shadowlands,Shadowlands,15,Uragiri,,,
"Uragiri, Uragirimono",Creatures of Rokugan,Fine,Undead,Shadowlands,Shadowlands,2,Uragiri,Uragirimono,,
Urd,Creature Catalogue,Small,Humanoid,"Urd, Reptilian",Temperate and warm hills and mountains,1,Urd,,,
Urdunnir,Monsters of Faerûn,Medium,Humanoid,Dwarf,Underground,2,Dwarf,Urdunnir,,
Urophion,Creature Catalogue,Large,Aberration,,Any underground,12,Roper,Urophion,,
Usai-gaki,Fortunes & Winds,Small,Undead,Incorporeal,Any,,Gaki,Usai-gaki,,
Uthraki,Unapproachable East,Large,Monstrous Humanoid,Shapechanger,Cold forest and hill,3,Uthraki,,,
Uvuudaum,Epic Level Handbook,Large,Outsider,Evil,Any,27,Uvuudaum,,,
Vaath,Book of Vile Darkness,Large,Outsider,,Any land and underground,4,Vaath,,,
Vaati,Mahasarpa Campaign (A Campaign Option Web Enhancement for Oriental Adventures,Medium,Outsider,"Air, Lawful",Any land,2,Vaati,,,
Vaati (Wind Dukes of Aaqa),Creature Catalogue,Medium,Humanoid,"Air, Vaati",Any land,4,Vaati,,,
Valicorn,Ghostwalk Web Enhancement,,Template,,Temperate forest,1,Valicorn,,,
Valicorn Light Horse,Ghostwalk Web Enhancement,Large,Magical Beast,,Temperate forest,2,Valicorn,Light Horse,,
Valkyrie,Deities and Demigods,Medium,Outsider,,,,Einherjar,Human,Valkyrie,
Valkyrie's Mount,Deities and Demigods,Large,Outsider,,,12,Pegasus,Celestial,Valkyrie Mount,
Valley Elf,Living Greyhawk Journal #2,Medium,Humanoid,Elf,Temperate hill,1,Elf,Valley,,
Vallochar,Dragon #284,Large,Dragon,,Temperate and warm land,9,Drake,Greater,Vallochar,
Valpurleiche (Hanged Man),Denizens of Darkness,Medium,Undead,,Any land,9,Valpurleiche,,,
Vampire,Monster Manual,,Template,,Any land and underground,2,Vampire,,,
Vampire Cactus,Creature Catalogue,Medium,Plant,,Any desert,2,Cactus,Vampire,,
Vampire Lord,The Vampire Lord (Template,,Template,,Any land or underground,3,Vampire,Lord,,
Vampire Rose,Creature Catalogue,Small,Plant,,Temperate and warm forest and underground,3,Vampire Rose,,,
Vampire Rose Bush,Dungeon #84,Small,Plant,,,1,Vampire Rose,,,
Vampire Spawn,"Bestiary of the Realms, Volume 1",,Template,,Any land and underground,1,Vampire Spawn,,,
"Vampire Strain, Cerebral Vampire",Denizens of Darkness,,Template,,,,Vampire,Cerebal,,
"Vampire Strain, Chiang-shi",Denizens of Darkness,,Template,,,2 to 5,Vampire,Chiang-shi,,
"Vampire Strain, Dwarven Vampire",Denizens of Darkness,,Template,,,3 to 6,Vampire,Dwarven,,
"Vampire Strain, Elven Vampire",Denizens of Darkness,,Template,,,2 to 5,Vampire,Elven,,
"Vampire Strain, Gnomish Vampire",Denizens of Darkness,,Template,,,1 to 4,Vampire,Gnomish,,
"Vampire Strain, Halfling Vampire",Denizens of Darkness,,Template,,,1 to 4,Vampire,Halfling,,
"Vampire Strain, Nosferatu",Denizens of Darkness,,Template,,,2 to 5,Vampire,Nosferatu,Dread,
"Vampire Strain, Vrykolaka",Denizens of Darkness,,Template,,,1 to 4,Vampire,Vrykolaka,Dread,
"Vampire, Azeman",Book of Shadows,,Template,,"Warm deserts, hills and mountains",2,Vampire,Azeman,,
"Vampire, Banished",Diablo II: Diablerie,Medium,Undead,,,4,Vampire,Sanctuary,Banished,
"Vampire, Blood Lord",Diablo II: Diablerie,Medium,Undead,,,8,Vampire,Sanctuary,Blood Lord,
"Vampire, Dark Lord",Diablo II: Diablerie,Medium,Undead,,,7,Vampire,Sanctuary,Dark Lord,
"Vampire, Ghoul Lord",Diablo II: Diablerie,Medium,Undead,,,5,Vampire,Sanctuary,Ghoul Lord,
"Vampire, Night Lord",Diablo II: Diablerie,Medium,Undead,,,6,Vampire,Sanctuary,Night Lord,
Vampiric Ixitxachitl,Monster Manual II,Small,Aberration,Aquatic,Warm aquatic,3,Ixitxachitl,Vampiric,,
Vampyre,Denizens of Darkness,Medium,Monstrous Humanoid,,Any land and underground,4,Vampyre,,,
Vanara,Mahasarpa Campaign (A Campaign Option Web Enhancement for Oriental Adventures,Medium,Humanoid,,Warm forest,1/2,Vanara,,,
Vaporighu,Monster Manual II,Medium,Outsider,Evil,Any land and underground,9,Vaporighu,,,
Vardigg (Water Grue),Dragon #285,Medium,Elemental,Water,Any land and underground,4,Grue,Vardigg,,
Vargouille,Monster Manual,Small,Outsider,Evil,Any land and underground,2,Vargouille,,,
Variant Crypt Thing,Creature Catalogue,Medium,Undead,,Any underground,5,Crypt Thing,Variant,,
Varsk,Birthright d20 Campaign Setting Rulebook,Large,Beast,,Any cold land,2,Varsk,,,
Vase Thelephore,Garden of the Plantmaster,Small,Plant,,Temperate and warm forest,1,Vase Thelephore,,,
Vashar,Book of Vile Darkness,Medium,,,,-,Vashar,,,
Vasslich,Ravenloft Gazetteer: Volume II,,Template,,Any land and underground,1,Vassalich,,,
Vegepygmy,Creature Catalogue,Small,Plant,,Warm forest and underground,1,Vegepygmy,,,
"Vegepygmy, Bodyguard",Tome of Horrors,Small,Plant,,Warm forest and underground,3,Vegepygmy,Bodyguard,,
"Vegepygmy, Chief",Tome of Horrors,Medium,Plant,,Warm forest and underground,6,Vegepygmy,Chief,,
"Vegepygmy, Commoner",Tome of Horrors,Small,Plant,,Warm forest and underground,1/2,Vegepygmy,Commoner,,
"Vegepygmy, Guard",Tome of Horrors,Small,Plant,,Warm forest and underground,2,Vegepygmy,Guard,,
"Vegepygmy, Subchief",Tome of Horrors,Medium,Plant,,Warm forest and underground,4,Vegepygmy,Subchief,,
"Vegepygmy, Worker",Tome of Horrors,Small,Plant,,Warm forest and underground,1,Vegepygmy,Worker,,
Venom and Coil: The Secret Life of the Yuan-Ti,Dragon #305,,,,,,Yuan-Ti,,,
Verme,Creature Catalogue,Gargantuan,Beast,,Any aquatic,19,Verme,,,
"Vermin, Giant Arachnid, Giant Sun Spider",Underdark Campaigns (A City of the Spider Queen Web Enhancement,Large,Vermin,,Warm land and underground,2,Spider,Sun,Giant,
"Vermin, Giant Arachnid, Giant Whip Scorpion",Underdark Campaigns (A City of the Spider Queen Web Enhancement,Large,Vermin,,Any land and underground,2,Scorpion,Whip,Giant,
"Vermin, Giant Arachnid, Giant Whip Spider",Underdark Campaigns (A City of the Spider Queen Web Enhancement,Medium,Vermin,,Any land and underground,1,Spider,Whip,Giant,
Verminvine,The Far Corners of the World: Monsters of the Rainforest,Large,Plant,,Warm forests,3,Verminvine,,,
Vermiurge,Epic Level Handbook,Large,Aberration,,Any,24,Vermiurge,,,
Verran's Flesh Golem,Monster Mayhem - Golems 201 - Part Three: The Legion of the Dead,Medium,Construct,,Any land and underground,6,Golem,Flesh,Verran's,
Verx Swarm,Dragon #281,Medium,Aberration,,Underground,3,Verx,Swarm,,
Veserab,Dragon #299,Large,Magical Beast,,Any land,4,Veserab,,,
Vila,Dragon #290,Medium,Fey,,Temperate and cold forest,2,Vila,,,
"Vile Dog, Flesh Beast",Diablo II: To Hell and Back,Small,Outsider,,Underground,1/2,Vile Dog,Flesh Beast,,
"Vile Dog, Grotesque Wyrm",Diablo II: To Hell and Back,Medium,Outsider,,Underground,2,Vile Dog,Grotesque Wyrm,,
"Vile Dog, Stygian Dog",Diablo II: To Hell and Back,Small,Outsider,,Underground,1,Vile Dog,Stygian Dog,,
"Vile Mother, Flesh Spawner",Diablo II: To Hell and Back,Large,Outsider,,Underground,3,Vile Mother,Flesh Spawner,,
"Vile Mother, Grotesque",Diablo II: To Hell and Back,Large,Outsider,,Underground,5,Vile Mother,Grotesque,,
"Vile Mother, Stygian Hag",Diablo II: To Hell and Back,Large,Outsider,,Underground,4,Vile Mother,Stygian Hag,,
Vilewight,Book of Vile Darkness,Medium,Undead,,Any land and underground,8,Vilewight,,,
Vilstrak,Creature Catalogue,Medium,Aberration,,Any underground,1/2,Vilstrak,,,
Vilstrak (Tunnel Thug),Tome of Horrors,Medium,Aberration,,Any underground,1/2,Vilstrak,,,
Vindeam,Mahasarpa Campaign (A Campaign Option Web Enhancement for Oriental Adventures,,,,,,Vaati,Vindeam,,
Vine Horror,Fiend Folio,Medium,Plant,Aquatic,Any swamp or aquatic,4,Vine Horror,,,
Vineswarm,The Far Corners of the World: Monsters of the Rainforest,Medium,Vermin,Swarm,Warm forests,1,Verminvine,Vineswarm,,
Violet Fungus,Monster Manual,Medium,Plant,,Any underground,3,Fungus,Violet,,
Viper,Dungeons & Dragons Adventure Game [Rule Book],,,,,,Snake,Viper,Small,
Viper Swarm,Fiend Folio,Medium,Animal,Swarm,Warm land and underground,3,Snake,Viper,Swarm,
Viper Vine,Creature Catalogue,Huge,Plant,,Warm forest,3,Viper Vine,,,
Vishap (Arabian Land-Dragon),New Arabian Adventure r.7.1,Large,Dragon,,Any tropical or desert,10,Vishap, Adult,,
Vishap (Zakharan Landragon),Inzeladun Third Edition: Al Qadim Monsters,Large,Dragon,,Any tropical or desert,10,Vishap, Adult,,
Vision,Creature Catalogue,Medium,Outsider,"Lawful, Evil, Incorporeal",Any,5,Vision,,,
Vistani,Ravenloft Campaign Setting,Medium,Humanoid,,,,Human,Vistani,,
Vodan Zombie,Van Richten's Guide to the Walking Dead,,Undead,,,5,Zombie,Vodan,,
Vodyanoi,Creature Catalogue,Large,Aberration,Aquatic,Fresh water,7,Umber Hulk,Vodyanoi,,
Volodni,Unapproachable East,Medium,Plant,,Cold forest,1,Volodni,,,
Volt,Creature Catalogue,Small,Aberration,Electricity,Any land and underground,2,Volt,,,
Vorlog,Denizens of Darkness,,Template,,Any land and underground,1,Vorlog,,,
Vorr,Fiend Folio,Medium,Outsider,"Chaotic, Evil, Extraplanar",Any land or underground (Abyss),4,Vorr,,,
Vortex,Creature Catalogue,Fine,Elemental,Air,Any land,2,Vortex,,,
Vostarr,Villain Design Handbook,,Template,,Any land and underground,2,Vostarr,,,
Vrill,The Vrill,Small,Outsider,,"Temperate and cold forest, hill, mountain and plain",5,Vrill,,,
Vrock (Demon),Savage Species,,Outsider,"Chaotic, Evil",,,Demon,Tanar'ri,Vrock,
Vrock (Tanar'ri),Monster Manual,Large,Outsider,"Chaotic, Evil",Any land and underground,13,Demon,Tanar'ri,Vrock,
Vulchling,Creature Catalogue,Medium,Beast,,"Cold and temperate forest and marsh, and underground",1/2,Vulchling,,,
Vultivor,Fiend Folio,Medium,Outsider,"Chaotic, Evil, Extraplanar, Shapechanger",Any land and underground (Abyss),9,Canomorph,Vultivor,,
Vulture,"Bestiary of the Realms, Volume 1",Small,Animal,,"Any temperate or warm desert, hill, mountains or plains",1/3,Vulture,,,
"Vulture Demon, Carrion Bird",Diablo II: To Hell and Back,Medium,Beast,,Any warm land,1,Vulture Demon,Carrion Bird,,
"Vulture Demon, Hell Buzzard",Diablo II: To Hell and Back,Medium,Beast,,Any warm land,3,Vulture Demon,Hell Buzzard,,
"Vulture Demon, Undead Scavenger",Diablo II: To Hell and Back,Medium,Beast,,Any warm land,2,Vulture Demon,Undead Scavenger,,
"Vulture Demon, Winged Nightmare",Diablo II: To Hell and Back,Medium,Beast,,Any warm land,4,Vulture Demon,Winged Nightmare,,
"Vulture, Condor","Bestiary of the Realms, Volume 1",Medium,Animal,,"Any temperate or warm desert, hill, mountains or plains",1/2,Vulture,Condor,,
"Vulture, Giant Condor","Bestiary of the Realms, Volume 1",Large,Animal,,"Any temperate or warm desert, hill, mountains or plains",1,Vulture,Condor,Giant,
Wakeru No Oni,Creatures of Rokugan,Medium,Outsider,"Oni, Shadowlands",Shadowlands,9,Wakeru No Oni,,,
Walrus,"Bestiary of the Realms, Volume 1",Large,Animal,Aquatic,Cold aquatic,3,Walrus,,,
Wang-Liang,Oriental Adventures,Large,Giant,Spirit,Temperate mountains and forest,4,Wang-Liang,,,
War Ape,Dragon #292,Medium,Animal,,Warm forest and mountains,2,Ape,War,,
War Pig,"Bestiary of the Realms, Volume 1",Large,Animal,,Any forest and underground,3,Pig,War,,
Warbeast,Monster Manual II,,Template,,,1,Warbeast,,,
Warbeast Rhinoceros,Monster Manual II,Large,Animal,,Warm plains,5,Rhinoceros,Warbeast,,
Wasp Swarm,Fiend Folio,Medium,Vermin,Swarm,Any temperate land,2,Wasp,Swarm,,
"Watcher, River",Diablo II: To Hell and Back,Gargantuan,Magical Beast,,Marsh,20,Watcher,River,,
"Watcher, Stygian",Diablo II: To Hell and Back,Gargantuan,Magical Beast,,Marsh,21,Watcher,Stygian,,
"Watcher, Water",Diablo II: To Hell and Back,Gargantuan,Magical Beast,,Marsh,17,Watcher,Water,,
Watchers,Monster Mayhem - Golems 201 - Part Four: The Watchers,Medium,Construct,,Any land and underground,8,Golem,Clay,Watcher,
Watchghost,Creature Catalogue,,Template,,Any land and underground,2,Ghost,Watchghost,,
Water Demon,Dragon #306,Medium,Outsider,"Chaotic, Evil, Water",Any land and underground,5,Demon,Elemental,Water,
Water Element Creature,Manual of the Planes,,Template,Water,Any land and underground,,Element,Water,,
Water Element Tiger,Manual of the Planes,Large,Elemental,Water,Any land and underground,4,Element,Water,Tiger,
"Water Elemental, Elder",Monster Manual,Huge,Elemental,Water,Any land and underground,11,Elemental,Water,Elder,
"Water Elemental, Greater",Monster Manual,Huge,Elemental,Water,Any land and underground,9,Elemental,Water,Greater,
"Water Elemental, Huge",Monster Manual,Huge,Elemental,Water,Any land and underground,7,Elemental,Water,Huge,
"Water Elemental, Large",Monster Manual,Large,Elemental,Water,Any land and underground,5,Elemental,Water,Large,
"Water Elemental, Medium",Monster Manual,Medium,Elemental,Water,Any land and underground,3,Elemental,Water,Medium,
"Water Elemental, Primal",Epic Level Handbook,Colossal,Elemental,Water,Any land,35,Elemental,Water,Primal,
"Water Elemental, Small",Monster Manual,Small,Elemental,Water,Any land and underground,1,Elemental,Water,Small,
Water Genasi,Dragon #293,Medium,Outsider,,,,Genasi,Water,,
Water Mephit,Monster Manual,Small,Outsider,Water,Any land and underground,3,Mephit,Water,,
Water Naga,Monster Manual,Large,Aberration,Aquatic,Temperate and warm aquatic and underground,7,Naga,Water,,
Water Weird,Creature Catalogue,Large,Elemental,Water,Any aquatic and underground,4,Weird,Water,Lesser,
Wax Golem,Cliffhangers - The Candlemaker's Fire - Wax Golem,Medium,Construct,,Any land or underground,3,Golem,Wax,,
Weasel,Monster Manual,Tiny,Animal,,"Temperate forest, hill, mountains, and plains",1/4,Weasel,,,
Web Golem,Dragon #302,Large,Construct,,Any,7,Golem,Web,,
Weed Eel,Lands of Mystery,Tiny,Animal,Aquatic,,1/3,Eel,Weed,,
Weeping Willow,Monster Manual II,Large,Elemental,Air,"Any land or underground, or appropriate element",12,Weird,Air,,
Wemic,Monsters of Faerûn,Large,Monstrous Humanoid,,Temperate and warm plains,3,Wemic,,,
Wendigo,Creature Catalogue,,Template,,Any forest,1,Wendigo,,,
"Wendigo, Brute",Diablo II: To Hell and Back,Large,Giant,,Cold and temperate land and underground,2,Wendigo,Sanctuary,Brute,
"Wendigo, Crusher",Diablo II: To Hell and Back,Huge,Giant,,Cold and temperate land and underground,7,Wendigo,Sanctuary,Crusher,
"Wendigo, Gargantuan Beast",Diablo II: To Hell and Back,Large,Giant,,Cold and temperate land and underground,1,Wendigo,Sanctuary,Gargantuan Beast,
"Wendigo, Wailing Beast",Diablo II: To Hell and Back,Huge,Giant,,Cold and temperate land and underground,8,Wendigo,Sanctuary,Wailing Beast,
"Wendigo, Yeti",Diablo II: To Hell and Back,Large,Giant,,Cold and temperate land and underground,4,Wendigo,Sanctuary,Yeti,
Werebaboon,Dungeon #98,,Template,Shapechanger,,2,Lycanthrope,Werebaboon,,
Werebadger,Creature Catalogue,Medium,Shapechanger,,"Temperate forest, hill, plains, and underground",4,Human,Lycanthrope,Werebadger,
Werebat,Monsters of Faerûn,Huge,Shapechanger,,"Temperate and warm desert, forest, hills, plains, and underground",4,Human,Lycanthrope,Werebat,
Werecat,Monsters of Faerûn,,Humanoid,,,,Human,Lycanthrope,Werecat,
Werecrocodile,Monsters of Faerûn,Huge,Shapechanger,,Warm marsh,6,Human,Lycanthrope,Werecrocodile,
Wereshark,Monsters of Faerûn,Large,Shapechanger,,Any aquatic,4,Human,Lycanthrope,Wereshark,
Wergadeam,Mahasarpa Campaign (A Campaign Option Web Enhancement for Oriental Adventures,,,,,,Vaati,Wergadeam,,
"Whale, Baleen",Monster Manual,Gargantuan,Animal,Aquatic,Any aquatic,5,Whale,Baleen,,
"Whale, Cachalot",Monster Manual,Gargantuan,Animal,Aquatic,Any aquatic,6,Whale,Cachalot,,
"Whale, Orca",Monster Manual,Huge,Animal,Aquatic,Any aquatic,5,Whale,Orca,,
Wharlysk,The Far Corners of the World: Monsters of the Rainforest,Huge,Aberration,,Warm forest and aquatic,16,Wharlysk,,,
Whipweed,Creature Catalogue,Large,Plant,,Temperate and warm land and underground,3,Whipweed,,,
Whispering Pine,Creature Catalogue,,Plant,,,5,Whispering Pine,,,
White Dracolisk,Tome of Horrors,Medium,Dragon,,Any land and underground,7,Dracolisk,White,,
White Dragon,Monster Manual,Large,Dragon,Cold,Any cold land and underground,9,Dragon,Chromatic,White,Adult
"White Dragon, Ancient",Monster Manual,Huge,Dragon,Cold,Any cold land and underground,17,Dragon,Chromatic,White,Ancient
"White Dragon, Great Wyrm",Monster Manual,Gargantuan,Dragon,Cold,Any cold land and underground,20,Dragon,Chromatic,White,Great Wyrm
"White Dragon, Juvenile",Monster Manual,Medium,Dragon,Cold,Any cold land and underground,5,Dragon,Chromatic,White,Juvenile
"White Dragon,  Adult",Monster Manual,Huge,Dragon,Cold,Any cold land and underground,11,Dragon,Chromatic,White, Adult
"White Dragon, Old",Monster Manual,Huge,Dragon,Cold,Any cold land and underground,14,Dragon,Chromatic,White,Old
"White Dragon, Very Old",Monster Manual,Huge,Dragon,Cold,Any cold land and underground,16,Dragon,Chromatic,White,Very Old
"White Dragon, Very ",Monster Manual,Small,Dragon,Cold,Any cold land and underground,2,Dragon,Chromatic,White,Very 
"White Dragon, Wyrm",Monster Manual,Gargantuan,Dragon,Cold,Any cold land and underground,18,Dragon,Chromatic,White,Wyrm
"White Dragon, Wyrmling",Monster Manual,Tiny,Dragon,Cold,Any cold land and underground,1,Dragon,Chromatic,White,Wyrmling
"White Dragon, ",Monster Manual,Medium,Dragon,Cold,Any cold land and underground,3,Dragon,Chromatic,White,
"White Dragon,  Adult",Monster Manual,Large,Dragon,Cold,Any cold land and underground,7,Dragon,Chromatic,White, Adult
White Ethergaunt,Fiend Folio,Medium,Aberration,Extraplanar,Any land and underground (Ethereal Plane),13,Ethergaunt,White,,
White Orc,Fury in the Wastelands: The Orcs of Tellene,Medium,Humanoid,Orc,"Any, but commonly underground",1/2,Orc,Tellenian,White,
White Pudding,Creature Catalogue,Huge,Ooze,,,6,Pudding,White,,
"White Roc, Half-Dragon (White)/Half-Roc",Dungeon #93,Gargantuan,Dragon,,,11,Half-Dragon,White,Roc,
White Slaad,Epic Level Handbook,Large,Outsider,,Any land and underground,21,Slaad,White,,
Whiz-Bang Beetle (Swarm),Creature Catalogue,Large,Ooze,,Any underground,4,Beetle,Whiz-Bang,Swarm,
Wicker Man,Fiend Folio,Huge,Construct,,Any land,11,Wicker Man,,,
Wiggling Maggot,Dead Life,Diminutive,Vermin,,Any land and underground,1/10,Fly,Giant,Wiggling Maggot,
Wight,Dragon #300,,Template,,Any,2,Wight,,,
"Wight, Necropolitan",Ravenloft Gazetteer: Volume II,,Template,,Any land and underground (Necropolis),1,Wight,Necropolitan,,
Wild Dwarf,Monsters of Faerûn,Small,Humanoid,Dwarf,Warm forests and underground,1/2,Dwarf,Wild,,
Wild Elf,Forgotten Realms Campaign Setting,Medium,Humanoid,Elf,,,Elf,Wild,Faerûnian,
"Wildlife, Dread, Dire Raven",Ravenloft Gazetteer: Volume I,Small,Animal,,"Any forest, hill, plains, and mountains",1,Raven,Dire,,
"Wildlife, Dread, Silver Fox",Ravenloft Gazetteer: Volume I,Small,Magical Beast,,Temperate and cold forest,1/2,Fox,Silver,,
"Wildspace Plant, Alchemy Plant",Monsters of the Void,,Plant,,,1/2,Alchemy Plant,,,
"Wildspace Plant, Infinity Vine",Monsters of the Void,,Plant,,,2,Infinity Vine,,,
"Wildspace Plant, Sluk",Monsters of the Void,,Plant,,,3,Sluk,,,
"Wildspace Plant, Starfly Plant",Monsters of the Void,,Plant,,,-,Starfly Plant,,,
Will-o'-Wisp,Monster Manual,Small,Aberration,Air,Any swamp,6,Will-o'-Wisp,,,
"Will-o'-Wisp (Phii Khamot, Thamop)",Oriental Adventures,,,Spirit,,,Will-o'-Wisp,Phii Khamot,,
"Willowisp, Black Soul",Diablo II: To Hell and Back,Medium,Undead,,Underground,5,Will-o'-Wisp,Black Soul,,
"Willowisp, Burning Soul",Diablo II: To Hell and Back,Medium,Undead,,Underground,5,Will-o'-Wisp,Burning Soul,,
"Willowisp, Gloam",Diablo II: To Hell and Back,Medium,Undead,,Underground,4,Will-o'-Wisp,Gloam,,
"Willowisp, Swamp Ghost",Diablo II: To Hell and Back,Medium,Undead,,Underground,4,Will-o'-Wisp,Swamp Ghost,,
Wilora,Dragon #307,Tiny,Shapechanger,,Any temperate or tropical land,2,Wilora,,,
Wind Walker,Creature Catalogue,Large,Elemental,Air,Any mountains and underground,5,Wind Walker,,,
Wind Walker (Maswat-rih),Inzeladun Third Edition: Al Qadim Monsters,Large,Elemental,Air,Any land and underground,3,Wind Walker,,,
