Name,Source,Size,Environment,CR,Classify 1,Classify 2,Classify 3
"Varrangoin, Lesser",Planes of Chaos [Monstrous Supplement],Medium,"Abyss, Cerceri",,Varrangoin,Greater,
Vartha,Dragon #198,Medium,Any,,Vartha,,
Vegepygmy,Monstrous Manual,Small to Medium,Tropical or subtropical moist forest and caverns,,Vegepygmy,,
Velociraptor,Dragon #187,Medium,"Subtropical/tropical, any land",,Dinosaur,Velociraptor,
Venger,City by the Silt Sea [Monstrous Supplement],Medium,Any,,Venger,,
"Venom Dog, Scorpion",Dragon #243,Medium,Any,,Venom Dog,Scorpion,
"Venom Dog, Viper",Dragon #243,Small to Medium,Any,,Venom Dog,Viper,
Ventriloquist Puppet,"Encyclopedia Magica, Volume II",,,,Puppet,Ventriloquist,
Verbeeg,Giantcraft,,,,Verbeeg,,
Verini,Dark Sun: Wake of the Ravager [Rule Book],Medium,Mountains/warm caves,,Verini,,
Verme,Monstrous Compendium Annual Volume Two,Gargantuan,Any large river,,Verme,,
Vermin,Tales of the Lance [World Book of Ansalon],Tiny to Small,Any,,Vermin,,
"Vermin, Elemental, Air (Duster)",City of Delights,Tiny,Any,,Elemental Vermin,Duster,
"Vermin, Elemental, Earth (Crawler)",City of Delights,Tiny,Any,,Elemental Vermin,Crawler,
"Vermin, Elemental, Fire (Flameling)",City of Delights,Tiny,"Any dry, warm",,Elemental Vermin,Flameling,
"Vermin, Elemental, Water (Spitter)",City of Delights,Tiny,"Any moist, cool",,Elemental Vermin,Spitter,
Vertigo,Dragon #223,Large,Any,,Vertigo,,
Vestige (Undead Dream),Return to the Tomb of Horrors [Maps & Monsters Book],Huge,City of Moil,,Dream Vestige,,
Vetala (wraith),Dragon Annual #1,,,,Vampire,Vetala,
Viavode,Terrors from Above,Medium,"Mountains, hills",,Viavode,,
Vilay,Book of Sorrows,Medium,The Shadow Rift,,Elf,Arak,Vilay
Vilaykin,Book of Sorrows,,,,Changeling,Dread,Vilaykin
Vilirij,Monstrous Compendium Annual Volume One,Tiny,Urban,,Vilirij,,
Villichi,Monstrous Compendium Dark Sun Appendix: Terrors of the Desert,Medium,Any,,Villichi,,
"Vilstraks, Great",Treasures of the Savage Frontier [Adventure Journal],Large,,,Vilstrak,Greater,
Vindeam,Dragon #224,,,,Vaati,Vindeam,
"Vine, Infinity",Monstrous Compendium Spelljammer Appendix,Any,Wildspace,,Infinity Vine,,
Viper Tree,For Duty and Deity,Large to Huge,,,Viper Tree,,
"Viper Tree, Larval Form",Planes of Chaos [Monstrous Supplement],,,,Viper Tree,Larval Form,
"Viper, Azure Drake",Diablo II: The Awakening,Large,,,Claw Viper,Azure Drake,
"Viper, Cave Viper",Diablo II: The Awakening,Large,,,Claw Viper,Cave Viper,
"Viper, Claw Viper",Diablo II: The Awakening,Large,,,Claw Viper,,
"Viper, Fire Drake",Diablo II: The Awakening,Large,,,Claw Viper,Fire Drake,
"Viper, Gold Viper",Diablo II: The Awakening,Large,,,Claw Viper,Gold Viper,
"Viper, Salamander",Diablo II: The Awakening,Large,,,Claw Viper,Salamander,
"Viper, Serpent Magus",Diablo II: The Awakening,Large,,,Claw Viper,Serpent Magus,
"Viper, Tomb Viper",Diablo II: The Awakening,Large,,,Claw Viper,Tomb Viper,
"Viper, Venom Spitter",Diablo II: The Awakening,Large,,,Claw Viper,Venom Spitter,
Viperfish,Dragon #235,Huge,Ocean depths,,Viperfish,,
"Virus, Undead",Book of Sorrows,Tiny (microscopic),Ravenloft,,Virus,Undead,
"Virus, Vampiric",Book of Secrets,Tiny (microscopic),Ravenloft,,Virus,Vampiric,
Visage,Dead Gods,Medium,Any,,Visage,,
Visceraith,Dragon #271,Medium,Any,,Visceraith,,
Vishap,Monstrous Compendium Al-Qadim Appendix (MC13),Huge,Tropical/Hills or desert,,Vishap,,
Vita,Vortex of Madness and Other Planar Perils,Medium,,,Automaton,Leonis's,Vita
Vizier's Turban,Corsairs of the Great Sea,Small,Any land,,Vizier's Turban,,
Vlaakith the Lich-Queen,Guide to the Astral Plane,Medium,,,Githyanki,Vlaakith the Lich-Queen,
Voadkyn,Giantcraft,,,,Giant,Wood,
Voat,Savage Coast Monstrous Compendium Appendix,Tiny,Any,,Voat,,
"Voat, Herathian",Savage Coast Monstrous Compendium Appendix,Large,Any forest or plains,,Voat,Herathian,
"Vodoni, Breeder",Under the Dark Fist (SJA4),Medium,Any,,Vodoni,Breeder,
"Vodoni, Conqueror",Under the Dark Fist (SJA4),Large,Any land,,Vodoni,Conqueror,
"Vodoni, Enforcer",Under the Dark Fist (SJA4),Medium,Any land,,Vodoni,Enforcer,
Volt,Monstrous Compendium Fiend Folio Appendix (MC14),Small,Tropical or temperate land,,Volt,,
Voodan Zombie,Book of Souls,Medium,Sourange,,Zombie,Voodan,
Voor Larva,Dawn of the Overmind,Small,Truespace nebulae,,Voor Larva,,
"Vore Lekiniskiy, Master Fire Worm",Dragon #248,Gargantuan,Vstaive Peak,,Dragon,Cerilian,Vore Lekiniskiy
Vorlog,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,,,,Vorlog,Surrogate,
Vorr,Planescape Monstrous Compendium Appendix II,Medium,"Carceri, Abyss, Outlands",,Vorr,,
Vorr Shaman,Planescape Monstrous Compendium Appendix II,Medium,"Carceri, Abyss, Outlands",,Vorr,Shaman,
Vortex,Planescape Campaign Setting [Monstrous Supplement],Variable,Sky/Plane of Air,,Vortex,,
Vortex Spider,Chronomancer,Large,Temporal Prime,,Spider,Vortex,
Vos Hound,Blood Spawn,Medium,"Cerilia, generally Anuire",,Blood Hound,Vos Hound,
"Vulture, Common",Monstrous Compendium Volume Three: Forgotten Realms Appendix,Small,"Temperate, tropical mountains",,Vulture,,
"Vulture, Condor",Monstrous Compendium Volume Three: Forgotten Realms Appendix,Large,"Temperate, tropical mountains",,Vulture,Condor,
"Vulture, Giant",Monstrous Compendium Volume Three: Forgotten Realms Appendix,Medium,"Temperate, tropical mountains",,Vulture,Giant,
"Vulture, Gray",Terrors from Above,Large,"Any temperate, Ravenloft",,Vulture,Gray,
Vulturehound,Savage Coast Monstrous Compendium Appendix,Small,"Temperate, subtropical, or tropical steppes",,Vulturehound,,
Vurgens,Monstrous Compendium Volume Three: Forgotten Realms Appendix,Huge,Ocean depths,,Eel,Vurgens,
Waff,Blood Spawn,Medium,Shadow World,,Waff,,
Wailing Wight,Dragon #249,Medium,,,Wight,Wailing,
Walking Statue of Waterdeep,Volo's Guide to Waterdeep,,,,Walking Statue of Waterdeep,,
Walking Trees,Pools of Darkness [Adventurer's Journal],Large,,,Walking Tree,,
Wall of Tentacles,Demihuman Deities,Huge to Gargantuan,,,Wall of Tentacles,,
Wall Walker,City by the Silt Sea [Monstrous Supplement],Medium,Subterranean,,Wall Walker,,
Wall-Walker,Monstrous Compendium Annual Volume Two,Medium,Subterranean,,Wall-Walker,,
Wallara,Orc's Head [Book One: Orc's Head Peninsula Sourcebook],,,,Wallara,,
Walruses,Powers & Pantheons,Large,,,Walrus,,
Wang-Chi (Doppelganger Hound),Book of Shadows,Medium,Any land,,Wang-Chi,,
Wang-Liang,Monstrous Compendium Kara-Tur Appendix,Large,Temperate mountains and forests,,Wang-Liang,,
"Wang-Liang, Elder Circle",Monstrous Compendium Kara-Tur Appendix,,,,Wang-Liang,Elder Circle,
War Bird,Blood Enemies: Abominations of Cerilia,Medium,,,Bird,War,
War Priest,Goblin's Return (SJS1),,Any,,Orc,Scro,War Priest
War Wraith,Book of Souls,Medium,Special,,Wraith,War,
Warden Archon,Warriors of Heaven,,,,Archon,Warden,
Warden Beast,Monstrous Compendium Outer Planes Appendix,,Beastlands,,Warden Beast,,
"Warith, Swordwraith",Monstrous Compendium Greyhawk Appendix,Medium,Any/Old battlegrounds,,Wraith,Sword,
Warlock,Blood Enemies: Abominations of Cerilia,,,,Awnshegh,Warlock,
Warrior-puppets,Dungeon #64,,,,Puppet,Warrior-puppet,
"Warrior, Skeleton",1991 Trading Cards Factory Set,Medium,,,Skeleton,Warrior,
Wasp,Monstrous Compendium Volume One,Medium,Any forest or cave,,Wasp,,
"Wasp, Giant",Complete Starter Set [Monstrous Manual],Medium,,,Wasp,Giant,
"Wasp, Vampire",Terrors from Above,Tiny,Any,,Wasp,Vampire,
Wastrel,Planescape Monstrous Compendium Appendix II,Small,"Any forest, marsh, or swamp",,Wastrel,,
Watcher,"I, Tyrant",Large,,,Beholder,Watcher,
Watchghost,Ruins of Undermountain,Medium,Any land,,Ghost,Watchghost,
Watchspider,City of Splendors,Medium,Any temperate,,Spider,Watchspider,
Water buffalo,"Encyclopedia Magica, Volume I",,,,Bison,Water Buffalo,
Water Cat,Dragon #238,Tiny,Sewers,,Cat,Water,
Water Cobra,Fritz Leiber's Lankhmar,Small,Marshes or estuaries,,Snake,Cobra,Water
Water Elemental,1991 Trading Cards Factory Set,Large to Huge,,,Elemental,Water,
Water Gen (Maridan),1992 Trading Cards Factory Set,Tiny,,,Gen,Water,
Water Genasi,Planewalker's Handbook,,,,Genasi,Water,
Water Horse,Celts Campaign Sourcebook (HR3),,,,Horse,Aughisky,Kelpie
Water Leaper,Celts Campaign Sourcebook (HR3),Small,Temperate lakes,,Water Leaper,,
Water Maiden,Blood Enemies: Abominations of Cerilia,,,,Ehrshegh,Water Maiden,
Water Weird,1991 Trading Cards Factory Set,Large,,,Weird,Water,Lesser
Water Wierds,"Encyclopedia Magica, Volume I",,,,Weird,Water,Lesser
Watroach (War Beetle),Dragon #185,Gargantuan,"Sandy wastes, salt flats",,Watroach,,
"Watroach (War Beetle), Undead Watroach",Dragon #185,Gargantuan,,,Watroach,Undead,
Wavefire,Planescape Monstrous Compendium Appendix III,Large,Quasiplane of Steam,,Wavefire,,
"Weapon, Living",Wild Elves (DLS4),Medium,Any/Subterranean,,Living Weapon,,
Weasel (Familiar),1992 Trading Cards Factory Set,,,,Weasel,Familiar,
"Weasel, Giant",Monstrous Compendium Volume Two,Medium,Subterranean or forest,,Weasel,Giant,
"Weasel, Wild",Monstrous Compendium Volume Two,Tiny,Subterranean or forest,,Weasel,Wild,
Web-Spectre,Dragon #252,Medium,Temperate to tropical,,Web-Spectre,,
"Web, Living",Monstrous Compendium Annual Volume Three,Small,"Caverns, ruins",,Living Web,,
"Web, Memory",Monstrous Compendium Annual Volume Three,,"Caverns, ruins",,Memory Web,,
Webbird,Monstrous Compendium Annual Volume Two,Small,Temperate and subtropical forests,,Webbird,,
Weeping Willow,Book of Sorrows,Medium,Subtropical to tropical swamps,,Weeping Willow,,
Weisshund,Falconmaster (WGA2),Variable,Any,,Weisshund,,
Wemic,Complete Book of Humanoids (PHBR10),,,,Wemic,,
Wendeam,Dragon #224,,,,Vaati,Wendeam,
"Wendigo, Brute",Diablo II: The Awakening,Large,,,Wendigo,Sanctuary,Brute
"Wendigo, Crusher",Diablo II: The Awakening,Huge,,,Wendigo,Sanctuary,Crusher
"Wendigo, Gargantuan Beast",Diablo II: The Awakening,Large,,,Wendigo,Sanctuary,Gargantuan Beast
"Wendigo, Wailing Beast",Diablo II: The Awakening,Huge,,,Wendigo,Sanctuary,Wailing Beast
"Wendigo, Yeti",Diablo II: The Awakening,Large,,,Wendigo,Sanctuary,Yeti
Were-spitting Cobra,Book of Shadows,Large/Medium,Desert,,Lycanthrope,Weresnake,Spitting Cobra
Werebadger,Van Richten's Guide to Werebeasts (RR7),Small,Temperate hills and underground,,Lycanthrope,Werebadger,
Werebat,1991 Trading Cards Factory Set,Medium,,,Lycanthrope,Werebat,
Werebear,1991 Trading Cards Factory Set,Medium to Large,,,Lycanthrope,Werebear,
Werebison,Hall of Heroes (FR7),,,,Lycanthrope,Werebison,
Wereboar,1992 Trading Cards Factory Set,Medium,,,Lycanthrope,Wereboar,
Werecats,Hall of Heroes (FR7),,,,Lycanthrope,Werecat,
Weredogs,Hall of Heroes (FR7),,,,Lycanthrope,Weredog,
Weredolphins,Hall of Heroes (FR7),,,,Lycanthrope,Weredolphin,
Weredragon,Halls of the High King (FA1),Medium,"Any land, usually urban, civilized human-settled areas",,Dragon,Faerûnian,Song
Weredragons,Hall of Heroes (FR7),,,,Dragon,Faerûnian,Song
Werefox,1992 Trading Cards Factory Set,Medium,,,Lycanthrope,Werefox,
Werejaguar,Van Richten's Guide to Werebeasts (RR7),Medium,Tropical/subtropical jungles,,Lycanthrope,Werejaguar,
Werelagomorph (Were-hare),Dragon #156,Small to Medium,"Temperate climes, underground",,Lycanthrope,Werehare,
Wereleopards,Hall of Heroes (FR7),,,,Lycanthrope,Wereleopard,
"Wereowls (""Wrowls"")",Hall of Heroes (FR7),,,,Lycanthrope,Wereowl,
Werepanther,Dungeon #50,Medium,Hilly/forested,,Lycanthrope,Werepanther,
Werepanthers,Hall of Heroes (FR7),,,,Lycanthrope,Werepanther,
Wererat Lord,Dungeon #62,Small to Medium,Any,,Lycanthrope,Wererat,Lord
Wereshark,City of Splendors,Large or Medium,Any ocean,,Lycanthrope,Wereshark,
Werespiders,Hall of Heroes (FR7),,,,Lycanthrope,Werespider,
Weretiger,1991 Trading Cards Factory Set,Medium to Large,,,Lycanthrope,Weretiger,
Werewolf,Complete Starter Set [Monstrous Manual],Medium,,,Lycanthrope,Werewolf,
Werewolf/Spider/Gargoygle Meld,"Wizard's Spell Compendium, Volume Four",,,,Werewolf/Spider/Gargoygle Meld,,
Wergadeam,Dragon #224,,,,Vaati,Wergadeam,
"Wezer, Brood Queen",Dark Sun Boxed Set [A Little Knowledge],Medium,Tablelands,,Wezer,Brood Queen,
"Wezer, Soldier",Dark Sun Boxed Set [A Little Knowledge],Medium,Tablelands,,Wezer,Solider,
"Wezer, Water Fetcher",Dark Sun Boxed Set [A Little Knowledge],Medium,Tablelands,,Wezer,Water Fetcher,
"Wezer, Worker",Dark Sun Boxed Set [A Little Knowledge],Medium,Tablelands,,Wezer,Worker,
"Whale, Common",Monstrous Compendium Volume Two,Gargantuan,Oceans,,Whale,,
"Whale, Giant",Monstrous Compendium Volume Two,Gargantuan,Oceans,,Whale,Giant,
"Whale, Killer",Monstrous Compendium Volume Two,Huge to Gargantuan,Oceans,,Whale,Orca,
"Whale, Leviathan",Monstrous Compendium Volume Two,Gargantuan,Oceans,,Leviathan,,
"Whale, Narwhal",Monstrous Compendium Volume Two,Huge to Gargantuan,Oceans,,Whale,Narwhal,
Whipsting,Dragon #197,Small to Large,"All/Rocky, subterranean",,Whipsting,,
"Whipsting, Stingwing",Monstrous Compendium Annual Volume One,,,,Whipsting,Stingwing,
"Whipsting, Stingwings",Dragon #197,,,,Whipsting,Stingwing,
White Boar,Dungeon #37,Medium,Woodland/Any,,Boar,White,
White Buffalo,Dungeon #78,Large,,,Bison,White,
White Dragons,Campaign Option: Council of Wyrms,,,,Dragon,Chromatic,White
White Fang,Mystara Monstrous Compendium Appendix,Huge,Arctic,,White Fang,,
White Goblin,Blood Enemies: Abominations of Cerilia,,,,Awnshegh,White Goblin,
White Hart,Legends & Lore,Large,,,White Hart,,
White Stag,Elves of Evermeet,Large,Forest (Evermeet),,Stag,White,
White Tiger,Seeds of Chaos,Large,,,Tiger,White,
White Witch,Blood Enemies: Abominations of Cerilia,Medium,,,Awnshegh,White Witch,
Wichtlin,1992 Trading Cards Factory Set,Medium,,,Wichtlin,,
"Wichtlin, Wild Stag",Monstrous Compendium Dragonlance Appendix (MC4),,,,Wichtlin,Wild Stag,
Wickedwing,Terrors from Above,Small to Medium,Any,,Wickedwing,,
"Widow, Red",Monstrous Compendium Ravenloft Appendix,Medium,Any temperate land,,Red Widow,,
Wiggle (Hurwaet),Monstrous Compendium Spelljammer Appendix,Medium,Any/Space,,Wiggle,Hurwaet,
Wight,1993 Trading Cards Factory Set,Medium,,,Wight,,
Wight (Undead),1992 Trading Cards Factory Set,Medium,,,Wight,,
"Wight, Chaos, Frost Wight",Dragon #246,Medium,Any arctic,,Shadow Wight,Frost Wight,
"Wight, Chaos, Shadow Wight",Dragon #246,Medium,Any,,Shadow Wight,,
"Wightlord, Mage",Book of Sorrows,Medium,Any,,Wightlord,Mage,
"Wightlord, Warrior",Book of Sorrows,Medium,Ravenloft,,Wightlord,Warrior,
Wilbur the pig-iron pig Golem,Polyhedron #62,Small,,,Golem,Wilbur the Pig-Iron Pig Golem,
Wild Hunt,Blood Spawn,Gargantuan,"Forests, primarily in the Shadow World",,Wild Hunt,Cerilian,
"Wild Hunt, Hounds","Priest's Spell Compendium, Volume One",,,,Hound,Wild Hunt,
"Wild Hunt, Master of the Hunt",Legends & Lore,Medium,,,Wild Hunt,Master of the Hunt,
"Wild Hunt, Pack of the Wild Hunt",Legends & Lore,Small,,,Hound,Wild Hunt,
Will o'Shadow,Blood Spawn,Tiny to Small,Cerilia and Shadow World,,Will-o'-Wisp,Will-o'-Shadow,
Will o'wisp,Monstrous Compendium Volume One,Small,Any swamp,,Will-o'-Wisp,,
Will-O'-Dawn,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Tiny,Ravenloft,,Will-o'-Wisp,Will-o'-Dawn,
Will-O'-Deep,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Tiny,Subterranean,,Will-o'-Wisp,Will-o'-Deep,
Will-O'-Mist,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Small,Ravenloft,,Will-o'-Wisp,Will-o'-Mist,
Will-O'-Sea,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Huge,Sea of Sorrows,,Will-o'-Wisp,Will-o'-Sea,
Wind Tarola,"Jakandor, Island of War",Gargantuan,,,Juggernaut,Stone,
Wind Walker,Assassin Mountain (ALQ2),Large,"Tropical mountains, desert, plains",,Wind Walker,,
Windghost,Monstrous Compendium Annual Volume One,Huge,Any (airborne),,Windghost,,
Windigo,Dungeon #77,Large,Any remote,,Windigo,,
Winged Ghouls,Dungeon #58,Medium,,,Ghoul,Winged,
Winged owlbear,Dragon #214,Large,Any nonarctic,,Owlbear,Winged,
Winged Scorpion,Terrors from Above,Tiny,Swamp/desert,,Scorpion,Winged,
Wingless Wonder,Menzoberranzan [Book One: The City],Small,Any except arctic,,Wingless Wonder,,
"Wingless Wonder, Transformed",Menzoberranzan [Book One: The City],Small,Any,,Wingless Wonder,Transformed,
Winter-Wight,Return to the Tomb of Horrors [Maps & Monsters Book],Medium,City of Moil,,Winterwight,,
Witch Owl,Terrors from Above,Huge,Temperate forests and swamps,,Owl,Witch,
"Witchlight Marauder, Primary",Monstrous Compendium Spelljammer Appendix II,Gargantuan,Any,,Witchlight Marauder,Primary,
"Witchlight Marauder, Remote",Monstrous Compendium Spelljammer Appendix II,Gargantuan,Wildspace,,Witchlight Marauder,Remote,
"Witchlight Marauder, Secondary",Goblin's Return (SJS1),Huge,Any,,Witchlight Marauder,Secondary,
"Witchlight Marauder, Space",Monstrous Compendium Spelljammer Appendix II,Gargantuan,Any,,Witchlight Marauder,Space,
"Witchlight Marauder, Tertiary",Goblin's Return (SJS1),Medium,Any,,Witchlight Marauder,Tertiary,
Wiwaxia,Dragon #204,Small,Shallow sea floor,,Wiwaxia,Giant,
Wizard Lice,Monstrous Compendium Annual Volume One,Tiny,Urban,,Wizard Lice,,
Wizshade,Monstrous Compendium Annual Volume Four,Medium,Any,,Wizshade,,
Wizshade (Spellshade),Volo's Guide to All Things Magical,Medium,Any,,Wizshade,,
Wolf,1991 Trading Cards Factory Set,Small,,,Wolf,,
Wolf Morash,"Jakandor, Island of War",Gargantuan,,,Juggernaut,Wooden,
"Wolf, Dire",Monstrous Manual,Large,Any forest,,Wolf,Dire,
"Wolf, Dread",Monstrous Compendium Annual Volume One,Small,Any land,,Wolf,Dread,
"Wolf, Mist",Monstrous Compendium Greyhawk Appendix,Medium,Subarctic and temperate/Non-desert,,Wolf,Mist,Oerth
"Wolf, Stone",Monstrous Compendium Annual Volume One,Small,Any land,,Wolf,Stone,
"Wolf, Vampiric",Monstrous Compendium Annual Volume One,Small,Any land,,Wolf,Vampiric,
"Wolf, Winter",Monstrous Compendium Volume One,Large,Arctic land,,Wolf,Winter,
"Wolf, Worg",Complete Starter Set [Monstrous Manual],Medium,,,Wolf,Worg,
"Wolf, Worg/Dire",Monstrous Compendium Volume One,Medium,Any forest,,Wolf,Dire,
"Wolf, Zombie",Monstrous Compendium Annual Volume One,Small,Any land,,Zombie,Wolf,
Wolfwere,Monstrous Compendium Volume One,Medium,Any forest,,Wolfwere,,
"Wolfwere, Greater",Feast of Goblyns (RA1),Medium to Large,Any/Forest,,Wolfwere,Greater,
"Wolverine, Giant",Monstrous Compendium Volume Two,Medium,Arctic/Forest,,Wolverine,Giant,
"Wolverine, Normal",Monstrous Compendium Volume Two,Small,Arctic/Forest,,Wolverine,,
Wolvern,Wonders of Lankhmar (LNR1),Small,Any,,Wolvern,,
Wood Elves,Monstrous Compendium Volume One,,,,Elf,Wood,
Wooden Lady,Dungeon #65,,,,Golem,Wooden Lady,
Worg,Monstrous Manual,Medium,Any forest,,Wolf,Worg,
"Worm, Bookworm",Monstrous Manual,Tiny,Any land (books),,Bookworm,,
"Worm, Caecillia",Mystara Monstrous Compendium Appendix,Gargantuan,Any non-arctic,,Caecillia,,
"Worm, Fyrsnaca",Mystara Monstrous Compendium Appendix,Gargantuan,Subterranean,,Fyrsnaca,,
"Worm, Giant",Lankhmar: City of Adventure,,,,Worm,Giant,
"Worm, Giant Bloodworm",Monstrous Manual,Huge,Subterranean pools,,Bloodworm,Giant,
"Worm, Great Annelid",Mystara Monstrous Compendium Appendix,Gargantuan,Subterranean,,Annelid,Great,
"Worm, Leviathan, Desert",Mystara Monstrous Compendium Appendix,Gargantuan,Desert,,Leviathan,Mystaran,Desert
"Worm, Leviathan, Marine",Mystara Monstrous Compendium Appendix,Gargantuan,Ocean,,Leviathan,Mystaran,Marine
"Worm, Lukhorn",Monstrous Compendium Annual Volume Four,Huge,Underdark,,Lukhorn Worm,,
"Worm, Purple",Monstrous Compendium Volume Two,Gargantuan,Subterranean,,Purple Worm,,
"Worm, Purple Worm",Monstrous Manual,Gargantuan,Subterranean,,Purple Worm,,
"Worm, Purple Worm, Mottled Worm",Monstrous Manual,,,,Purple Worm,Mottled,
"Worm, Purple Worm, Thunderherder",Monstrous Manual,,,,Ashworm,,
"Worm, Red worm",Mystara Monstrous Compendium Appendix,Large,Subterranean,,Fyrsnaca,Red Worm,
"Worm, Rot Grub",Monstrous Manual,Tiny,Any land (refuse),,Rot Grub,,
"Worm, Slime worm",Mystara Monstrous Compendium Appendix,Gargantuan,Subterranean,,Slime Worm,,
"Worm, Tenebrous",Monstrous Compendium Volume Two,Medium,Forests,,Tenebrous Worm,,
"Worm, Tunnel",Monstrous Compendium Volume Two,Gargantuan,Subterranean,,Tunnel Worm,,
"Worms, Giant",Nehwon (LNA2),Small,Dark damp places,,Worm,Giant,
Worry-Wart,Dragon #259,Tiny,Any,,Worry-Wart,,
Wraith,1991 Trading Cards Factory Set,Medium,,,Wraith,,
Wraith (Undead),1992 Trading Cards Factory Set,Medium,,,Wraith,,
Wraith Roach Swarm,Dungeon #71,Tiny,,,Wraith Roach,Swarm,
Wraith-King,Dragon #198,Medium,"Any, often subterranean",,Wraith-King,,
