Name,Type,Family,Size,Source,Page #,Source Type,Ed.,CR,Notes
Overseer,Aberration,,Tiny,Polyhedron #165,94,Magazine,3.5,1,
Yeshir (halfling hound),Magical beast,,Medium,Polyhedron #165,90,Magazine,3.5,2,
Baazrag,Animal,,Medium,Polyhedron #169,84,Magazine,3.5,1,
"Baazrag, boneclaw",Animal,,Large,Polyhedron #169,84,Magazine,3.5,4,
Cilops,Animal (psionic),,Large,Polyhedron #169,85,Magazine,3.5,5,
Cinderbrute,Elemental (fire),,Small,Polyhedron #169,86,Magazine,3.5,1,
Cloudscout,Elemental (air),,Small,Polyhedron #169,86,Magazine,3.5,1,
Crodlu,Animal,,Large,Polyhedron #169,87,Magazine,3.5,3,
"Crodlu, heavy",Animal,,Large,Polyhedron #169,87,Magazine,3.5,5,
Floater,Magical beast (psionic),,Tiny,Polyhedron #169,88,Magazine,3.5,1/2,
Gith,Humanoid (gith),Gith,Medium,Polyhedron #169,88,Magazine,3.5,1,
"Hurrum, speckled",Vermin,,Tiny,Polyhedron #169,89,Magazine,3.5,1/6,
Inix,Animal,,Large,Polyhedron #169,90,Magazine,3.5,5,
Jankx,Animal,,Tiny,Polyhedron #169,90,Magazine,3.5,1/3,
Kank,Animal,,Large,Polyhedron #169,91,Magazine,3.5,2,
Kes'trekel,Animal,,Tiny,Polyhedron #169,91,Magazine,3.5,1/3,
"Lizard, critic",Animal (psionic),,Tiny,Polyhedron #169,87,Magazine,3.5,1/4,
Mekillot,Animal,,Huge,Polyhedron #169,92,Magazine,3.5,7,
Mulworm,Vermin,,Diminutive,Polyhedron #169,93,Magazine,3.5,1/6,
Pterrax,Animal (psionic),,Large,Polyhedron #169,93,Magazine,3.5,4,
Ramphor,Animal,,Tiny,Polyhedron #169,94,Magazine,3.5,1/6,
Sand howler,Magical beast,,Large,Polyhedron #169,94,Magazine,3.5,6,
Sandknight,Elemental (earth),,Small,Polyhedron #169,95,Magazine,3.5,1,
Spinewyrm,Dragon (psionic),,Varies,Polyhedron #169,95,Magazine,3.5,Varies,
Wavearcher,Elemental (water),,Small,Polyhedron #169,98,Magazine,3.5,1,
Z'tal,Animal,,Small,Polyhedron #169,98,Magazine,3.5,1/2,
Belgoi,Humanoid (belgoi) (psionic),,Medium,Polyhedron #170,88,Magazine,3.5,2,
"Dune reaper, drone",Magical beast,,Large,Polyhedron #170,89,Magazine,3.5,5,
"Dune reaper, warrior",Magical beast (psionic),,Large,Polyhedron #170,89,Magazine,3.5,9,
Earthdelver,Elemental (earth),,Small,Polyhedron #170,90,Magazine,3.5,1/2,
Erdlu,Animal,,Medium,Polyhedron #170,91,Magazine,3.5,2,
Firesnake,Elemental (fire),,Small,Polyhedron #170,91,Magazine,3.5,1/2,
Fordorran,Magical beast (psionic),,Large,Polyhedron #170,91,Magazine,3.5,4,
Gaj,Aberration (psionic),,Large,Polyhedron #170,92,Magazine,3.5,11,
Jhakar,Animal,,Medium,Polyhedron #170,93,Magazine,3.5,3,
Lirr,Magical beast,,Large,Polyhedron #170,94,Magazine,3.5,4,
Mastyrial,Animal,,Large,Polyhedron #170,95,Magazine,3.5,8,
Rainrunner,Elemental (water),,Small,Polyhedron #170,95,Magazine,3.5,1/3,
Rasclinn,Magical beast (psionic),,Medium,Polyhedron #170,96,Magazine,3.5,3,
Razorwing,Animal (psionic),,Large,Polyhedron #170,96,Magazine,3.5,4,
Seskarran,Animal,,Medium,Polyhedron #170,97,Magazine,3.5,2,
Wind raptor,Elemental (air),,Tiny,Polyhedron #170,97,Magazine,3.5,1/2,
Yallix,Animal,,Small,Polyhedron #170,98,Magazine,3.5,1/2,
Zhakal,Magical beast (psionic),,Small,Polyhedron #170,98,Magazine,3.5,1,
Illumian,Humanoid (human),,Medium,Races of Destiny,51,Supplement,3.5,Varies,
Mongrelfolk,Humanoid (human),,Medium,Races of Destiny,98,Supplement,3.5,Varies,
Sea kin,Humanoid (human),,Medium,Races of Destiny,100,Supplement,3.5,Varies,
Sharakim,Humanoid (human),,Medium,Races of Destiny,102,Supplement,3.5,Varies,
Underfolk,Humanoid (human),,Medium,Races of Destiny,108,Supplement,3.5,Varies,
Cavvekan,Magical beast,,Small,Races of Faerûn,175,Setting - Forgotten Realms,3.5,1/2,
Deathfang,Undead,,Small,Races of Faerûn,175,Setting - Forgotten Realms,3.5,3,
"Hound, mastiff",Animal,,Medium,Races of Faerûn,174,Setting - Forgotten Realms,3.5,1,
Ibis,Animal,,Tiny,Races of Faerûn,174,Setting - Forgotten Realms,3.5,1/4,
Lynx,Animal,,Small,Races of Faerûn,174,Setting - Forgotten Realms,3.5,1/2,
Osquip,Magical beast,,Small,Races of Faerûn,176,Setting - Forgotten Realms,3.5,1,
"Snake, flying",Magical beast,,Small,Races of Faerûn,177,Setting - Forgotten Realms,3.5,1/2,
Steeder,Magical beast,,Large,Races of Faerûn,177,Setting - Forgotten Realms,3.5,4,
"Archon, haMonster Manualer","Outsider (Archon, earth, extraplanar, good, lawful)",Archon,Large,Races of Stone,188,Supplement,3.5,9,
Deep hound,Magical beast,,Large,Races of Stone,185,Supplement,3.5,4,
"Drake, stone",Dragon (earth),Drake,Medium,Races of Stone,189,Supplement,3.5,4,
"Dwarf, dream",Humanoid (dwarf),Dwarf,Medium,Races of Stone,88,Supplement,3.5,Varies,
"Eagle, dire",Animal,,Large,Races of Stone,186,Supplement,3.5,3,
Earth whisper,"Elemental (earth, extraplanar, incorporeal)",,Medium,Races of Stone,187,Supplement,3.5,5,
"Gargun, feral",Monstrous humanoid,,Medium,Races of Stone,89,Supplement,3.5,Varies,
"Gnome, chaos gnome",Humanoid (gnome),Gnome,Small,Races of Stone,86,Supplement,3.5,Varies,
"Gnome, whisper gnome",Humanoid (gnome),Gnome,Small,Races of Stone,94,Supplement,3.5,Varies,
Thrum worm,Magical beast,,Medium,Races of Stone,190,Supplement,3.5,2,
Draconic creature (template),Varies (dragonblood),,Varies,Races of the Dragon,74,Supplement,3.5,Varies,
Spellscale,Humanoid (dragonblood),,Varies,Races of the Dragon,21,Supplement,3.5,Varies,
Brixashulty,Animal,,Medium,Races of the Wild,186,Supplement,3.5,1,
Chordevoc,Animal,,Tiny,Races of the Wild,188,Supplement,3.5,1/2,
Elven hound,Magical beast,,Medium,Races of the Wild,189,Supplement,3.5,1,
"Hawk, dire",Animal,,Medium,Races of the Wild,189,Supplement,3.5,2,
Raptoran,Humanoid (Raptoran),,Medium,Races of the Wild,65,Supplement,3.5,Varies,
Blade spirit,Undead (incorporeal),,Medium,Return to the Temple of Elemental Evil,157,Adventure,3,9,
Burning skeleton,Undead,,Medium,Return to the Temple of Elemental Evil,157,Adventure,3,3,
"Frog, giant",Magical beast,,Medium,Return to the Temple of Elemental Evil,158,Adventure,3,3,
Grell,Aberration,,Medium,Return to the Temple of Elemental Evil,158,Adventure,3,3,
Half-elemental (template),Outsider,Elemental,Varies,Return to the Temple of Elemental Evil,160,Adventure,3,Varies,
Shocker,Outsider,,Medium,Return to the Temple of Elemental Evil,159,Adventure,3,3,
"Ant lion, giant",Vermin,,Large,Sandstorm,196,Supplement,3.5,5,
Ashen husk,Undead,,Medium,Sandstorm,137,Supplement,3.5,3,
Asherati,Humanoid,,Medium,Sandstorm,139,Supplement,3.5,1/2,
Ashworm,Magical beast,,Large,Sandstorm,140,Supplement,3.5,2,
Bhuka,Humanoid,,Medium,Sandstorm,141,Supplement,3.5,1/2,
Brine swiMonster Manualer,Vermin,,Large,Sandstorm,195,Supplement,3.5,3,
"Camel, dromedary",Animal,,Large,Sandstorm,192,Supplement,3.5,1,
"Camel, two-humped",Animal,,Large,Sandstorm,193,Supplement,3.5,1,
"Camel, war",Animal,,Large,Sandstorm,193,Supplement,3.5,2,
Camelopardel,Magical beast,,Large,Sandstorm,141,Supplement,3.5,3,
Chekryan,Magical beast,,Large,Sandstorm,142,Supplement,3.5,4,
Crawling apocalypse,Undead,,Gargantuan,Sandstorm,143,Supplement,3.5,11,
Crucian,Humanoid,,Medium,Sandstorm,144,Supplement,3.5,2,
Cursed cold one (gelun),Aberration,,Medium,Sandstorm,145,Supplement,3.5,3,
Desert devil (araton),Outsider,,Medium,Sandstorm,147,Supplement,3.5,6,
"Dinosaur, diprotodon",Animal,Dinosaur,Large,Sandstorm,148,Supplement,3.5,5,
"Dinosaur, protoceratops",Animal,Dinosaur,Medium,Sandstorm,147,Supplement,3.5,3,
"Dragon, sand",Dragon (earth),Dragon,Varies,Sandstorm,152,Supplement,3.5,Varies,
Dunewinder,Magical beast,,Huge,Sandstorm,159,Supplement,3.5,10,
Dust twister,"Elemental (air, extraplanar)",,Medium,Sandstorm,162,Supplement,3.5,3,
Dustblight,Aberration,,Medium,Sandstorm,160,Supplement,3.5,3,
Dustform creature (template),Construct,,Varies,Sandstorm,161,Supplement,3.5,Varies,
Forlorn husk,Undead,,Medium,Sandstorm,163,Supplement,3.5,4,
"Golem, sand golem",Construct,Golem,Huge,Sandstorm,182,Supplement,3.5,12,
"Hag, dune",Monstrous humanoid,Hag,Large,Sandstorm,158,Supplement,3.5,4,
Half-janni (template),As base creature,,Varies,Sandstorm,165,Supplement,3.5,Varies,
Hippopotamus,Animal,,Large,Sandstorm,193,Supplement,3.5,6,
"Hippopotamus, dire",Animal,,Huge,Sandstorm,149,Supplement,3.5,14,
Ironthorn,Plant,,Large,Sandstorm,166,Supplement,3.5,6,
Jackal,Animal,,Small,Sandstorm,194,Supplement,3.5,1,
"Jackal, dire",Animal,,Large,Sandstorm,150,Supplement,3.5,2,
"Lich, dry lich (template)",Undead,,Varies,Sandstorm,155,Supplement,3.5,Varies,
"Lizard, giant banded",Animal,,Huge,Sandstorm,164,Supplement,3.5,7,
"Lizard, horned",Animal,,Tiny,Sandstorm,194,Supplement,3.5,1/4,
"Lycanthrope, werecrocodile","Humanoid (human, shapechanger)",Lycanthrope,Medium,Sandstorm,167,Supplement,3.5,Varies,
Marrulurk,Monstrous humanoid,,Small,Sandstorm,170,Supplement,3.5,4,
Marrusault,Monstrous humanoid,,Large,Sandstorm,171,Supplement,3.5,5,
Marruspawn,As base creature,,Varies,Sandstorm,168,Supplement,3.5,Varies,
Marruspawn abomination,Outsider (native),,Medium,Sandstorm,173,Supplement,3.5,19,
Marrutact,Monstrous humanoid,,Medium,Sandstorm,171,Supplement,3.5,5,
"Mephit, glass","Outsider (earth, extraplanar, fire)",Mephit,Small,Sandstorm,175,Supplement,3.5,3,
"Mephit, sulfur","Outsider (air, earth, extraplanar)",Mephit,Small,Sandstorm,176,Supplement,3.5,3,
Mirage mullah (template),Fey,,Varies,Sandstorm,177,Supplement,3.5,Varies,
"Ooze, brine ooze",Ooze,Ooze,Huge,Sandstorm,178,Supplement,3.5,6,
"Ooze, lava ooze",Ooze (fire),Ooze,Large,Sandstorm,178,Supplement,3.5,5,
Porcupine cactus,Plant,,Small,Sandstorm,179,Supplement,3.5,1,
"Puma, dire",Animal,,Large,Sandstorm,150,Supplement,3.5,4,
Saguaro sentinel,Plant,,Huge,Sandstorm,181,Supplement,3.5,9,
Sand hunter,Magical beast,,Medium,Sandstorm,183,Supplement,3.5,3,
Serval (savannah wildcat),Animal,,Small,Sandstorm,194,Supplement,3.5,1,
"Sphinx, canisphinx",Magical beast,Sphinx,Large,Sandstorm,186,Supplement,3.5,5,
"Sphinx, crocosphinx",Magical beast,Sphinx,Large,Sandstorm,187,Supplement,3.5,12,
"Sphinx, saurosphinx",Magical beast,Sphinx,Large,Sandstorm,188,Supplement,3.5,5,
"Sphinx, threskisphinx",Magical beast,Sphinx,Large,Sandstorm,188,Supplement,3.5,8,
"Swarm, scarab death",Undead (swarm),Swarm,Diminutive,Sandstorm,184,Supplement,3.5,7,
"Swarm, scorpion",Vermin (swarm),Swarm,Diminutive,Sandstorm,185,Supplement,3.5,5,
"Termite, queen",Vermin,,Large,Sandstorm,198,Supplement,3.5,1,
"Termite, soldier",Vermin,,Medium,Sandstorm,198,Supplement,3.5,2,
"Termite, worker",Vermin,,Small,Sandstorm,197,Supplement,3.5,1/3,
Thunderbird,Magical beast,,Huge,Sandstorm,189,Supplement,3.5,12,
"Tortoise, dire",Animal,,Huge,Sandstorm,151,Supplement,3.5,8,
"Troll, wasteland troll",Giant,Troll,Large,Sandstorm,190,Supplement,3.5,7,
Tumbling mound,Plant,,Medium,Sandstorm,191,Supplement,3.5,3,
Vulture,Animal,,Small,Sandstorm,195,Supplement,3.5,1/3,
"Vulture, dire",Animal,,Large,Sandstorm,152,Supplement,3.5,3,
Waste crawler (anhydrut),"Construct (extraplanar, lawful)",,Large,Sandstorm,191,Supplement,3.5,9,
Anthropomorphic animal (template),Monstrous humanoid,,Varies,Savage Species,214,Supplement,3.5,Varies,
Essence reaver,Aberration,,Large,Secrets of Sarlona,147,Setting - Eberron,3.5,9,
Quorbound creature (template),Varies,,Varies,Secrets of Sarlona,150,Setting - Eberron,3.5,Varies,
Quorbred creature (template),Varies,,Varies,Secrets of Sarlona,151,Setting - Eberron,3.5,Varies,
"Quori, du'ulora","Outsider (evil, extraplanar, lawful, psionic, quori)",Quori,Large,Secrets of Sarlona,153,Setting - Eberron,3.5,11,
"Quori, hashalaq","Outsider (evil, extraplanar, lawful, psionic, quori)",Quori,Medium,Secrets of Sarlona,154,Setting - Eberron,3.5,9,
"Quori, kalaraq","Outsider (evil, extraplanar, incorporeal, lawful, psionic, quori)",Quori,Medium,Secrets of Sarlona,156,Setting - Eberron,3.5,20,
Alchemy beetle,Construct,,Small,Secrets of Xen'drik,74,Setting - Eberron,3.5,2,
Dream serpent,Magical beast,,Large,Secrets of Xen'drik,76,Setting - Eberron,3.5,6,
Jungle giant,Giant,,Large,Secrets of Xen'drik,77,Setting - Eberron,3.5,8,
Primordial giant (template),Giant (fire),,Huge,Secrets of Xen'drik,79,Setting - Eberron,3.5,Varies,
Quorcraft warforged,Construct,,Medium,Secrets of Xen'drik,84,Setting - Eberron,3.5,4,
Scorrow,Aberration,,Large,Secrets of Xen'drik,81,Setting - Eberron,3.5,7,
Tentacle spider,Aberration,,Medium,Secrets of Xen'drik,83,Setting - Eberron,3.5,2,
Warforged scorpion,Construct,Warforged,Large,Secrets of Xen'drik,85,Setting - Eberron,3.5,6,
Yuan-ti wretchling,Aberration,Yuan-ti,Medium,Secrets of Xen'drik,86,Setting - Eberron,3.5,1,
Amphisbaena,Magical beast,,Large,Serpent Kingdoms,62,Setting - Forgotten Realms,3.5,5,
Ceratosaur,Animal,,Huge,Serpent Kingdoms,64,Setting - Forgotten Realms,3.5,7,
Deathcoils,Magical beast,,Huge,Serpent Kingdoms,63,Setting - Forgotten Realms,3.5,7,
Faerunian ha-naga,Aberration,,Colossal,Serpent Kingdoms,75,Setting - Forgotten Realms,3.5,22,
"Golem, serpentflesh golem",Construct,Golem,Large,Serpent Kingdoms,81,Setting - Forgotten Realms,3.5,8,
Jaculi,Magical beast,,Medium,Serpent Kingdoms,66,Setting - Forgotten Realms,3.5,3,
Lizard king/queen,Outsider (native),,Medium,Serpent Kingdoms,68,Setting - Forgotten Realms,3.5,2,
"Lycanthrope, wereserpent","Humanoid (human, shapechanger)",Lycanthrope,Medium,Serpent Kingdoms,69,Setting - Forgotten Realms,3.5,3,
Mlarraun,Magical beast,,Medium,Serpent Kingdoms,70,Setting - Forgotten Realms,3.5,1,
Muckdweller,Monstrous humanoid,,Tiny,Serpent Kingdoms,71,Setting - Forgotten Realms,3.5,1/4,
"Naga, banelar naga",Aberration,Naga,Huge,Serpent Kingdoms,72,Setting - Forgotten Realms,3.5,8,
"Naga, bone naga (template)",Undead,Naga,Varies,Serpent Kingdoms,73,Setting - Forgotten Realms,3.5,Varies,
"Naga, iridescent naga",Aberration,Naga,Large,Serpent Kingdoms,76,Setting - Forgotten Realms,3.5,8,
Nagahydra,Aberration,,Huge,Serpent Kingdoms,77,Setting - Forgotten Realms,3.5,18,
Nifern,Animal,,Medium,Serpent Kingdoms,79,Setting - Forgotten Realms,3.5,2,
Pteranadon,Animal,,Large,Serpent Kingdoms,65,Setting - Forgotten Realms,3.5,3,
Sarrukh (progenitor race),Monstrous humanoid,,Medium,Serpent Kingdoms,80,Setting - Forgotten Realms,3.5,21,
Sewerm,Animal,,Small,Serpent Kingdoms,85,Setting - Forgotten Realms,3.5,2,
"Snake, dung",Animal,,Medium,Serpent Kingdoms,83,Setting - Forgotten Realms,3.5,2,
"Snake, glacier",Animal,,Medium,Serpent Kingdoms,84,Setting - Forgotten Realms,3.5,2,
"Snake, reed",Animal,,Tiny,Serpent Kingdoms,84,Setting - Forgotten Realms,3.5,1/2,
Stegosaurus,Animal,,Gargantuan,Serpent Kingdoms,66,Setting - Forgotten Realms,3.5,7,
Tree python,Magical beast,,Medium,Serpent Kingdoms,86,Setting - Forgotten Realms,3.5,2,
Tren,"Humanoid (aquatic, Reptilian)",,Medium,Serpent Kingdoms,87,Setting - Forgotten Realms,3.5,3,
Whipsnake,Animal,,Medium,Serpent Kingdoms,87,Setting - Forgotten Realms,3.5,2,
Yuan-ti holy guardian,Monstrous humanoid,Yuan-ti,Medium,Serpent Kingdoms,88,Setting - Forgotten Realms,3.5,8,
Yuan-ti mage slayer,Monstrous humanoid,Yuan-ti,Medium,Serpent Kingdoms,90,Setting - Forgotten Realms,3.5,9,
Beast of Bane (template),Magical beast,,Varies,Shadowdale: The Scouring of the Land,154,Setting - Forgotten Realms,3.5,Varies,
Fire spider swarm,"Magical beast (extraplanar, evil, fire, Swarm)",,Varies,Shadowdale: The Scouring of the Land,155,Setting - Forgotten Realms,3.5,9,
Shadow simulacrum (template),Construct,,Varies,Shadowdale: The Scouring of the Land,156,Setting - Forgotten Realms,3.5,Varies,
Shadowslain (template),Undead,,Varies,Shadowdale: The Scouring of the Land,158,Setting - Forgotten Realms,3.5,Varies,
Snake head,Construct,,Tiny,Shadowdale: The Scouring of the Land,152,Setting - Forgotten Realms,3.5,1,
"Dragon, spiretop",Dragon,Dragon,Tiny,Sharn: City of Towers,185,Setting - Forgotten Realms,3.5,1,
Feral spirit,Undead (swarm),,Tiny,Sharn: City of Towers,178,Setting - Forgotten Realms,3.5,6,
Forgewraith,"Undead (Fire, incorporeal)",,Medium,Sharn: City of Towers,179,Setting - Forgotten Realms,3.5,9,
Radiant idol,Outsider (native),,Large,Sharn: City of Towers,180,Setting - Forgotten Realms,3.5,11,
Roach thrall,Aberration,,Medium,Sharn: City of Towers,183,Setting - Forgotten Realms,3.5,2,
"Swarm, rancid beetle",Vermin (swarm),Swarm,Fine,Sharn: City of Towers,182,Setting - Forgotten Realms,3.5,6,
"Zombie, rancid beetle",Undead,Zombie,Medium,Sharn: City of Towers,183,Setting - Forgotten Realms,3.5,6,
Beguiler,Magical beast,,Small,Shining South,60,Setting - Forgotten Realms,3.5,1,
"Behir, Halruaan",Magical beast,,Medium,Shining South,61,Setting - Forgotten Realms,3.5,6,
"Cyclops, giant",Giant,,Large,Shining South,64,Setting - Forgotten Realms,3.5,8,
Dark tree,Plant,,Huge,Shining South,62,Setting - Forgotten Realms,3.5,7,
"Dragon, rattelyr",Dragon (fire),Dragon,Varies,Shining South,63,Setting - Forgotten Realms,3.5,Varies,
Laraken,Outsider (extraplanar),,Large,Shining South,66,Setting - Forgotten Realms,3.5,14,
Loxo,Monstrous humanoid,,Large,Shining South,67,Setting - Forgotten Realms,3.5,2,
Mantimera,Magical beast,,Large,Shining South,68,Setting - Forgotten Realms,3.5,8,
Starsnake,Magical beast,,Medium,Shining South,69,Setting - Forgotten Realms,3.5,5,
Tall mouther,Aberration,,Large,Shining South,70,Setting - Forgotten Realms,3.5,5,
Tasloi,Humanoid,,Small,Shining South,71,Setting - Forgotten Realms,3.5,1/3,
Thri-kreen,Monstrous humanoid,,Medium,Shining South,72,Setting - Forgotten Realms,3.5,1,
Branta,Beast (cold),,Large,Silver Marches,120,Setting - Forgotten Realms,3,2,
Deer,Animal,,Medium,Silver Marches,119,Setting - Forgotten Realms,3,1/6,
Elk,Animal,,Large,Silver Marches,119,Setting - Forgotten Realms,3,1,
"Raven, giant",Magical beast,,Large,Silver Marches,121,Setting - Forgotten Realms,3,2,
Rock wyrm,Dragon,,Large,Silver Marches,122,Setting - Forgotten Realms,3,8,
Snowcloak,Aberration (cold),,Large,Silver Marches,123,Setting - Forgotten Realms,3,4,
"Tiger, red tiger",Animal,,Large,Silver Marches,119,Setting - Forgotten Realms,3,4,
Albatross,Animal,,Small,Stormwrack,165,Supplement,3.5,1/4,
Amphibious creature (template),(aquatic),,Varies,Stormwrack,135,Supplement,3.5,Varies,
Anguillian,Aberration (aquatic),,Medium,Stormwrack,136,Supplement,3.5,2,
Aventi,"Humanoid (human, aquatic)",,Medium,Stormwrack,138,Supplement,3.5,1/2,
Aventi sergeant,"Humanoid (human, aquatic)",,Medium,Stormwrack,138,Supplement,3.5,3,
Barracuda,Animal (aquatic),,Medium,Stormwrack,166,Supplement,3.5,1/2,
"Barracuda, dire",Animal (aquatic),,Large,Stormwrack,147,Supplement,3.5,4,
Blackskate,Undead,,Large,Stormwrack,139,Supplement,3.5,4,
Caller from the deeps,Elemental (water),,Huge,Stormwrack,140,Supplement,3.5,9,
"Crab, monstrous crab",Vermin,,Varies,Stormwrack,141,Supplement,3.5,Varies,
Darfellan,Humanoid (Darfellan),,Medium,Stormwrack,143,Supplement,3.5,1/2,
Darfellen barbarian,Humanoid (Darfellan),,Medium,Stormwrack,143,Supplement,3.5,3,
"Dinosaur, archelon",Animal,Dinosaur,Huge,Stormwrack,144,Supplement,3.5,8,
"Dinosaur, icthyosaur",Animal,Dinosaur,Large,Stormwrack,145,Supplement,3.5,6,
"Dinosaur, mosasaur",Animal,Dinosaur,Huge,Stormwrack,146,Supplement,3.5,10,
"Dinosaur, pleiosaur",Animal,Dinosaur,Gargantuan,Stormwrack,146,Supplement,3.5,10,
Eel,Animal (aquatic),,Medium,Stormwrack,166,Supplement,3.5,1/2,
"Eel, dire",Animal (aquatic),,Large,Stormwrack,148,Supplement,3.5,3,
"Elf, aquatic dolphin rider","Humanoid (elf, aquatic)",Elf,Medium,Stormwrack,148,Supplement,3.5,3,
"Elf, aquatic elf","Humanoid (elf, aquatic)",Elf,Medium,Stormwrack,148,Supplement,3.5,1/2,
